HGNC symbol,logFC,AveExpr,P.Value,adj.P.Val
RFWD3,0.10264104449271638,4.646584026048185,0.07082134678132475,0.12175661713698677
PABPC5,0.22706316290253503,1.199904722484743,0.190026427238755,0.2752332647152667
CD180,0.3912184850824847,2.872197021586795,0.12198513891255568,0.1917620683826328
BLTP2,-0.12291824823905184,7.549596605709257,0.06776237584601562,0.11747929387409772
LY6K,-0.3421621890158315,-0.4696459703328836,0.28685959605408284,0.384227617331336
TSPAN10,0.19745888535549755,0.14326019540457036,0.2570164596071203,0.35178439869127304
CEP72,-0.14196865565200478,1.6397465137247584,0.1620688489665297,0.24164717984992648
OCRL,0.0901722314391451,5.599651627589541,0.06270296036622407,0.11030896375198124
LGALS3,-0.1703890247179416,8.147539324837428,0.07177089883492546,0.12313538149437347
CLBA1,0.33975416971363215,3.5773716514687304,0.0950728201250243,0.15591706919907192
RPL8,-0.15675911055630998,9.376065170483129,0.08073026208968323,0.13597485772400497
TEKTIP1,0.2630034883899034,0.6803808340953297,0.22262822725853257,0.31310547290906454
ANGPT2,0.4550698536298423,4.175230004874811,0.08376359526461895,0.14046956646709602
RHOQ,0.1907648345559556,6.793926988237175,0.06372067030516156,0.11184068567409387
GTDC1,0.12079850331326104,5.0344924442654575,0.06683651985529453,0.11625459887950988
ZNF284,-0.1800054279906318,1.4764510137205404,0.1686455782579046,0.24956065100121208
B4GALT5,0.20374475077193388,6.893489175778106,0.06412937848098937,0.1124135312098482
MKLN1,0.13639344875893578,6.608065054353361,0.06313502273780512,0.11089052818373234
ELF3,0.7225264017151405,5.572845873727417,0.06497123666168694,0.11369020195990635
CDC42BPA,0.15115486328124117,6.8565227835085745,0.0641822276340526,0.11247991561678364
DCTN6,-0.10851779261774476,4.325852035854098,0.07491065260540032,0.12774873299426676
KLHL17,-0.16397339646177533,3.4106350345437746,0.0951374627922647,0.15599012594727332
PLEKHG4B,0.5162286431364036,1.8018445072257188,0.16552325056255274,0.24570010873680365
PTH1R,-0.30328321100016353,4.205257255419981,0.07541333649484631,0.12841642866395656
AACS,-0.17503265950966806,4.53395377755573,0.07156416992103772,0.12286157070587318
SH2B1,0.1318418815575768,6.033077533366213,0.06230260125699363,0.109762201557629
PRKG1,0.31991697046806955,5.548557018808264,0.06405282700377772,0.11233178523700812
PDE1B,-0.21374730433717384,3.63290811202873,0.08917859075654115,0.14789899012505428
PPP1R3F,0.11895422614803008,2.5900361048807903,0.12738450895509376,0.19862831602954248
TTI1,0.10095904969101532,4.544134028164212,0.07324089015646701,0.12519974155019098
EEF1AKMT3,0.15146846456807594,3.60172572944806,0.09372221623209392,0.15406530604141516
ENOPH1,-0.08943298750513584,5.0390773340459925,0.06653512252536867,0.1158195416328827
COLGALT1,-0.1847418367993008,6.9486019399472525,0.06556008871825958,0.1145337876537793
TXNRD3,0.1261744354540224,3.398574213546465,0.0997808139026325,0.16230997985526238
OSCP1,0.4862678372374347,3.240029619736382,0.10904797964569048,0.17456742765920116
VPS54,-0.09164079015765925,5.653362314240687,0.06311426690720674,0.1108670379741916
KIFBP,0.0998614352528202,4.935880118269802,0.06842422795427135,0.11836713656360302
WASL,0.1586303750090119,6.107711054795491,0.06271577611546493,0.11030896375198124
WFDC3,-0.34086253527808696,-0.7701662225383733,0.31933233829438235,0.4179202151309976
ERV3-1,0.3011035471006771,3.91661589175472,0.08892637583157985,0.14757569008994403
GYG1,-0.12606475647887727,5.8202670615634595,0.06284558366916494,0.11048747523277937
PCSK4,0.3262137012341977,1.4130861816521283,0.1834598280744718,0.2676428516610483
OTUD7A,0.1545469363141696,1.9026381921160824,0.1582061723048729,0.2367754949500568
GSTA3,0.5555013369442624,-1.1392427775662692,0.3861712152130543,0.4868551566595201
CYP4F11,-0.5035737537822119,-0.9868409355311328,0.33114795324797197,0.4306443077176631
SCUBE2,0.2628988586428558,2.9789547646873813,0.11677221442561991,0.18494167335847153
BMPR1B,0.6831115567684647,1.8822185786227308,0.1695586208434487,0.2505264069304236
CAPN13,0.8485034130778208,3.8365459552398855,0.09537323377589137,0.15627433974253896
ZCCHC17,0.08714979422580171,4.778378587407981,0.07039070660524799,0.12119660925188806
KLHDC9,0.4202513590828216,1.5752325768017024,0.17693624210257905,0.2599183705143422
AMOT,0.21797981732870797,3.7565096870065986,0.09138191373799662,0.15091870138973631
DCTN5,-0.0817866225960735,6.106500785375978,0.0630364403361431,0.11076919356599196
ZSCAN20,-0.1548758994594699,1.933048762350142,0.15240061017799547,0.22971745927973847
TMCC2,0.1945696094672904,2.458387581745682,0.13566633581733112,0.20892828573258415
TNKS2,0.12790406057581905,6.60777095859706,0.06422723887685555,0.11254566569729244
TTC32,0.1536986214805296,2.76415657230845,0.12376168761298208,0.19410785153084564
GTF2I,0.18216916577705167,5.329728364915985,0.06607963216464122,0.11522698194366034
ENKD1,0.24661865134404423,4.224812222284376,0.08034407120762706,0.13544590924540922
MED16,-0.12853201526332114,5.207327785913309,0.06585784451126081,0.11493364707350988
SLC9A9,0.21068359077264456,4.539901398365868,0.0755308747469306,0.12855827377880222
THNSL2,0.4815103895959374,3.7139124852301144,0.0955800157482309,0.15659607903596376
QTRT2,-0.12751639813157212,4.6643441117859785,0.07173418639001228,0.1230864555457094
MRPS2,-0.14894439768154655,4.554500052538019,0.07276067413047732,0.12450638769119732
DEPDC1B,0.23981741537178625,-0.05080581705991754,0.2865345221396007,0.3839291629953307
TPGS1,-0.11499761906621452,2.9149767841285015,0.11460150138375724,0.1821375607706508
RNASEH2C,-0.14419676669578774,4.916814108053661,0.068537829890028365,0.1185363504281824
LARS1,0.09094972341189587,6.843178598425356,0.0658408348577632,0.1149173153665015
NUDCD2,-0.09081058600135083,4.187367983116955,0.07957312486400554,0.1343422619528439
DPP3,-0.1608791269333638,4.5515682203935794,0.0732354715613178,0.12519974155019098
KICS2,0.13240022873711554,2.7655722439521093,0.12436428982913372,0.194829171684965
CAPN8,-0.5638196555604313,5.073242304319669,0.06639626701873169,0.1156582619292892
NFAM1,-0.319027932759151,4.6638109640709695,0.07141345233395958,0.12264821504902676
NPIPB5,0.2321002031293764,3.06326288040353,0.11673869139301656,0.1849080791005817
PHB2,-0.09138179549014502,6.873041812514635,0.06645362905428073,0.11571791939318753
CDC42EP1,-0.18153709589755615,5.878987846071318,0.06396601368333957,0.11220574159192676
WWOX,0.10644822553217637,3.1926288133152445,0.1088353600381812,0.17430926577570424
ACOT11,0.2431933702368876,2.6227783639730324,0.13146199520653906,0.2038013734524164
TPI1,-0.18581149659733676,8.063819490720576,0.0736975760044769,0.1258819298266268
SARNP,-0.14110162685117822,1.0925380174216752,0.1953486251002463,0.28146018806414036
SLC44A4,0.8398826377675865,4.878841507934562,0.07528291636328169,0.12820888092302163
SLIT2,-0.34772492388537835,7.238836233068793,0.06909960483787576,0.11938421316692235
ATOSB,-0.1724608629886184,5.298522385328803,0.06599303268193116,0.11509323774410188
DND1,-0.16934963534208572,0.11653610050349088,0.26014617571398196,0.3552910260114845
ESS2,-0.0878560097312775,3.9742172205918913,0.08460011085885687,0.1416263628469354
GOT1,-0.15285652329666632,4.682433991831452,0.07193378413524029,0.1233725595440418
TAS2R5,0.22382257358784913,-0.3692372655567958,0.3183571499247927,0.41675290113487856
IFI27L1,-0.1483354400190504,3.1074262013169407,0.10842277751314128,0.1737703228545373
SRD5A3,-0.167074650325719,4.397227328330949,0.07603939543481789,0.12923341405856398
NEPRO,0.09364589268921186,5.137689542935784,0.06831570385588345,0.11826112911612652
SMAD5,0.1888015732956383,5.959633963417666,0.06453411358207707,0.11301747340126114
SOCS1,0.27811093555183763,3.4611402612794473,0.10270235158596192,0.16614461637974604
USP20,0.12364393005138384,5.195924796554738,0.06796515555044362,0.11774929879018488
ZBTB16,0.6180663083503379,5.386179717807533,0.06819552647967828,0.11806669881248276
NAA80,0.13260734828810827,3.2117686043021347,0.10893185132145894,0.17441870735575607
MPRIP,0.12241062031814565,8.440310138011156,0.07622791871187114,0.12949520542173878
NDUFAB1,-0.13028150722684995,5.234645672292874,0.06699244851857464,0.1164551577479759
AP3B2,0.27667981461771884,0.5427070434617522,0.2439408899034016,0.33729959726193964
CSNK1G3,0.14240835826780265,5.023053134968198,0.06985385341889118,0.12043795482703784
USP3,-0.11185499464254887,5.5455341431310625,0.06557442838327922,0.11454551522312986
SLC40A1,-0.3014625492018652,7.545152530835427,0.07155672899496833,0.12286157070587318
C19orf44,0.1774402536260533,3.131272704341637,0.11265886710785916,0.17958220389438936
TMEM86B,0.1999685396284766,0.9187358091981522,0.2160068573653525,0.3056535698860212
PARP10,-0.16639710178961664,6.406691800756337,0.06573196446290383,0.11478065042068976
CPM,-0.25765986568311217,7.269749094643131,0.07000143262098972,0.1206508511056512
AAGAB,-0.1134351653768535,5.3065175549497585,0.06709672001542327,0.11659442761907232
ZNF354A,-0.11111894292106328,3.778591175046435,0.09049492174395007,0.1496688943588136
HNRNPA2B1,0.08245546620213595,9.347030084651932,0.08379337478811061,0.1405038177897324
TAS2R4,0.21465338662617123,-0.544360309235156,0.3376980382080105,0.4371185758722838
SUDS3,0.11481548026923516,5.61409744271807,0.06610357227683447,0.11525534618362859
ATP5MC1,-0.16525395098679763,5.040199729270247,0.06897869415162985,0.11925151219688895
ASH1L,0.1498161132046043,6.718066364509581,0.06682084995063095,0.1162495477132545
MBNL1,0.16465297553557434,8.183370499055812,0.07507369194971988,0.12796865048153933
TSN,-0.09642670024828792,5.936288049288687,0.06525635306782339,0.11408278043599576
CHRNB1,0.14600688120739003,3.051385394212727,0.1163145607636148,0.18435293247242832
NHP2,-0.15718874452510434,4.904339652701696,0.07043123216870899,0.12123858750049744
CPVL,0.32466097612344136,5.960326720642946,0.06579800684138422,0.11486926243760892
NDUFA13,0.18963731013770965,0.28787276582180604,0.26655145712215544,0.3622273194460417
SCP2,0.11164207616655464,6.85659255373962,0.06763165304835973,0.11729327911470148
FGFBP3,-0.13875624278710286,0.9200242280206624,0.2104053959154414,0.29907993954703904
COQ5,-0.11111079562527504,4.351389834773144,0.07851190335532361,0.1328402507918744
DDX31,-0.12306218486709763,3.713291456912292,0.09247845932638384,0.15234550626554336
EPB41L1,0.14712507022932186,6.001095299669371,0.06571063001966125,0.11475673863549912
ATP6V1E2,0.13615307807062305,2.2358321203803833,0.15097481714220726,0.22793433641524033
LRIG1,0.269857846235956,6.59041212455059,0.06671562657433162,0.11610683609732177
UBQLN4,-0.08451714932669585,5.152306541017424,0.06909506912292919,0.11938421316692235
RORC,-0.4143011901079716,3.6013962229704295,0.09246539428230134,0.15234069292736768
MZF1,0.18343532249929417,5.227090367090105,0.06943819650742322,0.11985889821227325
CSNK1D,0.1244429101342206,7.3654187981506,0.07067465706578958,0.12157400921670986
GDI1,-0.12217831227977882,7.155511789098985,0.07009484891362172,0.12079799607959664
TUBA4A,-0.2097062749148808,5.11535659352987,0.06932233345050476,0.11970017545333766
IGF2BP2,-0.1933456559290887,4.3675013240917515,0.07859952589276302,0.13295261621617385
GCSAML,-0.30417326590840243,1.5264111073910216,0.1786234470518851,0.2619042188902257
IL11RA,0.18150342519887183,4.543851227100631,0.07818211603274017,0.13239567039076836
PDSS1,-0.15571322555514566,2.268326752775354,0.14638504514716874,0.22194195367104053
FRYL,-0.1808317842705005,6.410748695291664,0.06733946473171491,0.11688507742514488
AQP9,-0.4589861000992652,5.638553763939909,0.06689875126188788,0.1163446439558006
CACUL1,-0.11412447696030624,5.92632618985408,0.06652706367346062,0.11581893697828968
SRGAP2B,0.17219910126810745,1.6923621250412295,0.18139703026963816,0.26517442063652863
TMBIM4,-0.14069245280268605,3.633947915931656,0.09634045998164718,0.15753264762812838
RRAGB,0.11624517963688952,4.258073775180738,0.08350440121591382,0.14006618291956777
NEK7,-0.2386290375439577,6.595545965005625,0.06834550323417114,0.11828544746185946
PTPRM,-0.21925218981155312,7.341362120249092,0.072293876013121,0.12386284780299615
TRAIP,0.19218282761406824,0.9236352416502748,0.22563031883811896,0.31655691346377474
MYPOP,-0.15150271311353025,2.6005595767541085,0.13196064524229037,0.20434239930858428
HBP1,0.1111157543484138,6.609818799902659,0.06797755881807635,0.11775720367804944
TTLL1,0.15974669612599124,2.8771396858712563,0.12561264193394564,0.19639561411679468
GCNA,-0.19147572646867972,1.5741924393553464,0.17903067791825436,0.2623791717070904
PRPF4,0.11331134109658247,4.722426579763112,0.07584998514572662,0.12898447994833198
GOLGA6L9,0.3848976411984773,2.2568131566400984,0.159011197188122,0.2378050491519628
GAB1,-0.2128729416681825,5.516941578562217,0.06779637109862505,0.1175246649965662
WDR18,-0.14589130234487957,4.1057926069138055,0.084924275542244,0.1420670187535044
KCNIP2,0.2362179085732539,1.5571078868156836,0.1884209110153,0.273498952598704
DHH,0.3215722952823493,0.6920440048808637,0.25025221331538455,0.3442199827625021
ARHGAP26,-0.1984482542802395,5.720322760307614,0.0672706143005112,0.11678850493346178
RTF2,-0.06273134693834237,6.0078229027192736,0.06696986850656533,0.11645484023388963
CYP26B1,0.47914800877360664,2.7142129456889323,0.1403044645362435,0.2144329655917209
NUDCD3,-0.07861451174836809,6.311137105766254,0.06753589242567516,0.11715425829766866
LPCAT2,0.18744895092295089,5.312937798519847,0.07034672279298702,0.12116052824220848
CCHCR1,0.18268245673956685,4.060158054651854,0.08884613262740196,0.1474616052526191
CYP3A7,-0.29052249608713465,-1.4290626228582102,0.42807399679861746,0.5269439683565639
MYBBP1A,0.16772342788138328,5.304515600837367,0.07021434352933442,0.120976164445001
KIF20B,0.15485118689455124,2.9611688823927347,0.12473190826633374,0.1952625109706135
SMAP1,-0.11249824358890592,5.2319097490793025,0.06996806360161552,0.1206071786104285
PRDM11,-0.18484033540953693,4.713329763151705,0.07455559972683275,0.12720101695982064
FAM117B,-0.1797915466300699,3.636919780703318,0.09712494512352632,0.1585392403880276
TRRAP,0.0994591158672673,6.293763691733179,0.06757290451356729,0.11720492584470112
PPT1,-0.1684996482194432,7.697002106961783,0.0749877086064683,0.1278511063186
SPATA6,0.2509618158567424,4.257026603757677,0.08581423112644458,0.14320488192089678
VCPKMT,0.15923422159381362,3.237355770504156,0.11465117830606644,0.182177956726493
AMMECR1,-0.14789775759375434,3.711105635042436,0.09618604936464122,0.15731441526816362
SLC39A10,0.19581444237076703,4.952620127965964,0.07427158796019608,0.12675965676979373
TRAPPC9,0.10638769746997224,4.72768997789771,0.07654096620338527,0.12996820479464594
ATG16L2,-0.21494731218218188,6.209689036183217,0.06795721921074264,0.11774929879018488
VCF2,0.19252393061045803,3.5307994223995465,0.10450433373641198,0.16856949719548617
POMT2,-0.12441666890771864,4.569769240730355,0.07748175473496485,0.1313725981445515
TASL,-0.27097016895452786,2.0485080313542956,0.16049031695161683,0.23972193637954584
NOC4L,-0.13072153626988214,3.5388220234899057,0.10077391606243231,0.16367724076367157
ELAC2,-0.08145183098905218,5.660347932084365,0.068493196012381255,0.11847279867671937
SKA1,0.2611322135496326,-0.08819295349866275,0.3208515315807206,0.41957937769358666
TNFSF9,-0.25606062669974405,1.2232875479703902,0.20198579164716624,0.28908181863434246
RSKR,0.16228896833196726,2.6700702163024608,0.13825846277899237,0.2120964797986108
PNP,0.3652526094705318,5.831996481117108,0.06911096439672489,0.11939010516153796
FOLR1,-0.5604224504334008,5.586755771278122,0.06878073430479639,0.11894275745811596
SLC22A16,0.3340249863998801,-0.4712509676231677,0.36360226921714733,0.4643263737243717
GOLGA8B,0.25228692658171603,5.790677112529025,0.06900454966789073,0.11927486839245607
DERL2,-0.11008066476380483,5.147462905325866,0.071796214251281,0.1231647449274688
MOCS3,-0.15156787497614932,2.659243150728388,0.13372821006252905,0.2065258598384703
COMMD8,-0.14785558461270076,3.725070536246694,0.0967796598485133,0.1581090992620411
DNA2,-0.16218651740446366,2.063777858306485,0.16165015853153428,0.2412384470374715
BHLHE41,-0.26932450486364967,4.700534481614785,0.07621855583530159,0.1294939468428048
SPATC1L,0.21719813350781347,2.232944435759226,0.159381627786824,0.2382791825333774
GALNT14,0.32076658896955346,1.1368074083637831,0.2236145448883204,0.3142278115342145
CMBL,0.16870921885973544,4.17361178077448,0.08902288865974056,0.14768062898568868
NUF2,0.22183777987003483,0.7647840555654509,0.25036738240344325,0.34428380482670884
PTN,0.32921533957617255,3.950487062741268,0.09670629481167176,0.15804481412149057
RPAP1,-0.09058197497468434,4.4386103937536125,0.08186116990762987,0.1376635215365237
PWWP3B,0.33263924705480974,-0.27573126359194255,0.34385109320120644,0.4437059137144285
GRP,-0.3372754918351335,-0.9111751516951392,0.3794831574863195,0.480075327235945
MAD2L2,-0.16158382720623887,4.2404439661257705,0.08515394740971374,0.14238779070880547
EXD3,0.17565372053191108,4.339718429359756,0.08532430916793494,0.14251399014604255
HOXA4,-0.21363713449880703,1.5958616291333405,0.18386692623867196,0.2680805130743243
RNASET2,-0.17258128711095289,4.91649355800649,0.0752125661324993,0.12811602717370688
SLC25A39,-0.16099974198266587,6.196460470171152,0.06984945465439452,0.12043795482703784
AMZ1,0.3317543604642644,0.01949654399095571,0.312270153618018,0.4108621938087489
ID3,-0.28892713991634,6.61722794338689,0.0716968827780667,0.12303650393553288
RDX,-0.18286152341362527,6.798903603676484,0.07246300755296187,0.12409599890968465
IFT70B,0.35218429603065093,2.612369564546674,0.14666979011285633,0.22226148498688217
FANCD2,0.16984574984271106,3.0478555944842354,0.127102333353194,0.19822948542384428
PTPRS,0.23127051719213831,5.886623782301251,0.07016996387583917,0.12091357130004916
FAAP24,-0.14554398407081415,0.9393406816408824,0.22856389808168195,0.3196872029510879
TLE3,0.16600527814132882,5.785636243379103,0.07048165656733035,0.12131148292284374
HSD17B13,0.4495035651707865,0.5084455567781293,0.2807688776845341,0.37765249632312536
PLP2,-0.17261004669916336,6.335436784784461,0.07056824827441113,0.12142821409046578
DPH7,0.12988310422818827,4.677961706952449,0.07977010283457502,0.13462941616726398
TCIRG1,-0.1897256866375567,7.189443709911192,0.07481950014746926,0.12760777568871687
NUP43,-0.15175858679842413,4.776626282206211,0.07720250117001737,0.13100263982290034
TRHDE,-0.3038194894619273,2.9435347349142127,0.12372449795088132,0.19406978952734064
SDR42E1,-0.2870287313955511,2.922603648510939,0.12457109208569868,0.195077673353232
GLP2R,0.5667285061408505,1.2274668388744017,0.2291539158388241,0.32033345699770094
SARDH,0.1973161654090454,2.490625765350886,0.1513671175268881,0.2283888625815082
SVEP1,-0.3894974426822033,7.066997575001359,0.07511352297195263,0.12802201560551027
CFAP298,0.21381150983744357,3.5522781270051507,0.10827144905828488,0.17360914816729725
SKIC8,0.08257009823003436,5.478674921756673,0.07215463218835357,0.12368071454426868
ENSG00000263264,0.24249848353933712,-0.2561401818645218,0.35468016105678857,0.4553330488855379
PLEKHB1,-0.3876593517076117,3.7279628974027648,0.0960926497082118,0.1572644116778504
ZNF607,0.18369987989149372,2.6948196973389416,0.14250743323742882,0.21720307893169713
VRK2,0.1046145504793552,4.428191348458532,0.08546545342541237,0.1426862655620574
ZNF605,0.13449703468147156,4.117478389680382,0.09186050198423888,0.15146041050623382
U2SURP,0.10836591688074382,6.614190342745693,0.07200853977026804,0.12347257207554008
CRYBG1,0.22555923072888007,6.238454503334577,0.07088565292642642,0.12180994292635182
VSTM4,0.20651168371674,6.067461497383984,0.07084992076587006,0.12177723386803986
ATP23,-0.13495918323997325,1.911676105023831,0.17568781101583553,0.2584383186725596
GAS1,0.4244869929209285,4.7872792418283705,0.08103271719350287,0.13640779864707683
FKBP1A,-0.18215277484110537,7.9471508542961695,0.0808670190778658,0.13617465629896472
FUT11,-0.1256459040411002,4.699160237111565,0.07944531963401391,0.13420933940513405
UQCRFS1,-0.11166321106217848,5.492482137160775,0.0721545194315099,0.12368071454426868
ATP8B3,0.17749591343444604,1.7576026170671453,0.19230487569110413,0.2777942606525626
HOXA3,0.25814747182293685,2.7750038333404525,0.1406122893863616,0.2147792346836662
TNS1,-0.19197830129216695,9.504470347180174,0.09446192839075168,0.15505177076510376
PAN3,0.1201223140749148,5.725799333400617,0.07185728803192867,0.1232554372946022
SLC27A5,-0.14169481860792077,1.4092161354761472,0.2008149404634854,0.28770767822389465
SLC25A35,-0.15682787288085498,3.1944491585538577,0.11767129755452888,0.18601254793931896
H3C6,-0.2288435383854251,0.22230624054802323,0.2888586109262435,0.3863222455006344
FYN,-0.21318340446029985,6.601734303456016,0.07303704078901051,0.1249081434308983
LYNX1,0.21278018198760673,4.50960701172876,0.08526808289129051,0.14249446733303447
VSTM1,-0.2953081948943115,-0.8236260528929564,0.39691083036379127,0.49713983497904934
BET1L,-0.08155829150579397,6.213423189397008,0.07159661284451171,0.1228925175213396
KPNA5,0.19788978134724688,3.967622893800367,0.0979175694043606,0.15967687023714353
VIT,0.5166915704234633,0.19764869604312277,0.31312675526652795,0.4115791097814995
ZKSCAN3,-0.14782509646140873,2.9347431917028346,0.12809273169383167,0.1995875855700444
UBALD2,-0.17132449516915482,5.261492410236704,0.07402539427980365,0.1263538352867793
MBD6,-0.11828909504789298,6.505000668000904,0.07271942024590619,0.1244499740967713
CALR,-0.15074242335846577,8.992732880934598,0.09021190336800992,0.14928300756766646
ENTPD5,-0.09895046433398667,4.4462951204137084,0.0847416577211323,0.14180890889288983
CBY1,0.18355190557696144,4.648376168387157,0.08275217361258976,0.13900625159238178
NPAS2,0.2930035327521727,4.378568010318936,0.08975855333941588,0.14871304055208903
LYPD6,0.2213782207343516,-0.00445487349008876,0.33174822726299436,0.4311305015094882
STAM2,0.1196466378372616,5.5107735076153395,0.07369863565920032,0.1258819298266268
NTAQ1,0.10226265763205068,3.2921513862044987,0.11895424267532367,0.18776392756076576
TMEM254,0.2301898137615677,4.278976163871494,0.0910014969883824,0.1503576989294296
COPA,0.07744454720613003,7.748060868013807,0.080086158232563,0.13505659224060898
PI4K2B,-0.2345602334118193,3.872727438019026,0.09735659503576258,0.15884930151273122
SMIM12,-0.11926235787136452,5.175401220236509,0.07551539068201872,0.12854648675657251
TMEM81,-0.15480526124895455,0.9377404142504658,0.2363004564346782,0.3286323656475356
TLR2,-0.32527846076130995,6.139576323352726,0.07255267540759446,0.12423539299357668
TRIM22,0.1731161055585515,7.607855398524936,0.07894874955409255,0.13349822895214097
PINX1,-0.12130024644841696,2.1994380477530915,0.16402975958671975,0.2439305451771023
RASSF1,-0.15069966528508605,5.719521734167699,0.07266986012470505,0.12439350686265616
PCNP,0.14883913215920863,6.930359179648587,0.075140801817138,0.1280539773620329
ZNF775,-0.1519625122854373,1.5559554153565929,0.19647451793437976,0.28278397554925244
NRXN1,-0.3293554491801157,-0.9934426866440677,0.4207005320966856,0.519528144347979
SYCE1L,0.18649663135161615,0.5567044170214344,0.27400902344757283,0.3702178412341756
TRIP10,-0.16233184098817688,6.518473469136763,0.07384118241956678,0.1260823918553289
C10orf67,-0.4752155049312551,0.8475678381450671,0.23016230598091253,0.321533594412364
GPR107,0.08947262664254829,6.938810536769272,0.07545582915113905,0.12846240018597754
XRCC2,0.1863778125178024,0.27367178816646065,0.3075374157837069,0.4063790645482574
RPS4X,0.14771660765932992,9.856465114875196,0.09818127146062988,0.16007213591697786
PLCE1,0.21131359431102137,5.32306661599319,0.07573361425963586,0.12883034914095265
UQCRC2,0.07095849394331832,7.088782983132368,0.07640893774193705,0.1297586879179277
AWAT2,0.2851755343060487,-1.6956894469971595,0.5961774084888168,0.6830511950995973
RORB,-0.2796554526129529,1.7118711949815404,0.18771455733832268,0.27265811766578996
HAUS3,0.12846822366667787,4.066249938501319,0.09652895387122824,0.15777215781825843
NXT2,-0.16517624788658525,3.4287141607132425,0.1124113252446647,0.17926371775850702
RRAS2,-0.19527283789516048,4.477527716761778,0.08448896533813793,0.1414806299936998
C14orf93,-0.14154451909386667,3.2152392632524784,0.11968737015732864,0.18876242910773067
EIF2S3B,-0.21876316574820187,-1.5885822097118878,0.5461719736874526,0.6383624025534514
HSPA1L,-0.15666588492807798,1.31157689717842,0.21294421941478495,0.3019792099967633
SYT7,0.2974743311747843,2.929943914795608,0.1392309719950573,0.21316105692087312
ZNF839,-0.11644002568564817,3.7144322763845503,0.10302725658784406,0.16656257983776426
PREB,-0.15538213926042663,5.663915301455101,0.07335849501731316,0.12534371293117477
ABCF1,-0.11450471899975678,5.971098277455083,0.07291648488704422,0.12474458212991424
RPL7,0.11282427504734648,9.1754447403221,0.09263752108126584,0.15257406833200257
BCL7C,-0.16965992344758885,4.975912474274982,0.07778031113556412,0.13175981197214498
TIMELESS,-0.162684369738459,4.328465719739975,0.08823255690598004,0.14660524086413476
SH2D3A,-0.29746397424963256,3.594573344226087,0.10497467038964003,0.16920096314466668
RPL23,-0.1146539120402128,9.22421027703213,0.09444570415254748,0.15504208445372286
C17orf58,0.16722886120471925,2.925215806180997,0.13805013696878904,0.21184990366141235
PSAT1,-0.3810686464312636,2.6327728758076088,0.14323808835258792,0.21807327409706212
ARHGAP8,0.2542278417619316,-0.11359548590435792,0.35706072971656844,0.45772406107998814
MRPS28,-0.11143381716787704,1.442944384585033,0.20926532489675537,0.29771297855682183
BRIP1,0.22795989334624467,0.9695832612950668,0.25407583091886005,0.3484263061148976
CCDC150,0.16573671271682336,-0.02657418861641658,0.3419367438252092,0.4416156123063735
TK1,-0.2967411462535616,2.841879526276995,0.13514685376793006,0.20828841423710023
CATSPERG,-0.14876100133180614,1.4405552719917336,0.20929159888974375,0.29772215606412783
DPP6,-0.4196779604454092,0.3419991569322157,0.2799929489524824,0.37695300037678114
CCAR2,-0.07140061798782238,6.3439774627954915,0.07443233442252789,0.12700513868347493
MT-ATP8,-0.2497542633576284,8.89915730404957,0.0927934316225648,0.15278059082868894
DMKN,-0.3436379557382363,4.735984554215827,0.08076667130986283,0.13602092805593516
COA4,-0.11891436090390783,4.58687639527752,0.0843707328427011,0.14129839836803387
TMEM187,-0.1450360374190356,2.593261339880931,0.14839138291024415,0.2244627031855128
THAP2,0.24433486342629207,2.4646934428689447,0.16508347423072195,0.2451684662781779
GTF2IRD2B,-0.13018807096042417,2.3024435085569195,0.1624560453447926,0.2421523764423819
SRSF10,0.1335959640783866,6.681338624135861,0.0756391836091241,0.12871344874523394
B3GALT1,0.20683607950590777,-1.0546052942529858,0.47150224284382736,0.5683010116939874
RNGTT,0.12721409008531115,4.25099694886492,0.0937275918037426,0.15406530604141516
SHC2,-0.24527583137237308,4.908864631311371,0.07988843437182111,0.13478368859024728
MAML3,-0.14083028004212128,4.560213040727246,0.0852841578571574,0.14249446733303447
C9orf72,0.2072607746084758,5.15496804439712,0.07943620039631065,0.13420933940513405
PSMD10,0.1162002241573461,5.09321741434653,0.07948087057021559,0.13421668485429145
PDZD7,0.1653962971561154,0.07205483505055894,0.3317075649723392,0.4311305015094882
GJA1,0.34623099125781387,6.741027139480817,0.07597111017522357,0.12914658785757588
VWC2,0.3004025942082969,0.0992825346457068,0.3391762751772873,0.4386539633934107
ALDH1A1,-0.2681983138859243,7.606622645368767,0.08277111770658974,0.1390225248082388
TLDC2,0.19551920009389595,-0.41173687701435674,0.3915034518106312,0.4919259050233305
PNO1,0.21047886463936116,4.288288469076586,0.09429654465331426,0.15484799957884615
ZNF132,-0.20332855118566504,1.875284849714199,0.18516850737350307,0.2696379496066165
GTF2H3,0.10445511499233008,4.515129415918841,0.0888061452067952,0.14741152684138562
SCGB2B2,-0.1621010026185319,-0.6321128470189781,0.39917375420919976,0.4996397011978608
GUCA1B,-0.1340663125803252,0.7104005733061926,0.263543904873646,0.35875699331979416
RPL27,-0.12333705646125814,8.565026229053421,0.0905186519512974,0.149691657526595
GVQW3,0.19847162645828997,0.9025478699048536,0.26097591951632987,0.3560680718764315
EPB41L3,-0.22356147071586815,5.9845262296373125,0.07495160437229277,0.12780405836369949
PSTK,0.10914306405457476,1.357899555917157,0.2259563974829483,0.31692558216253275
