HGNC symbol,logFC,AveExpr,P.Value,adj.P.Val
PBX1,0.44553049477033824,6.776503421660671,2.4534173566681327e-4,0.00103767601463809
ZNF124,-0.4291381566296024,2.0901406809313388,4.374470066422966e-4,0.0017091614445267
RPS27L,0.23074172148804717,6.250909320765839,2.4285036427240325e-4,0.00102771756015982
TP63,2.453014047630659,2.1654247583998214,5.319188775353087e-4,0.00200474018110484
RIC1,0.2974227584241529,5.797931979792405,2.446496027500817e-4,0.00103504010808548
PTGES3L,0.9650365082855707,-0.7866714803954057,5.941302123246635e-4,0.0022076302966116
HSD17B2,-1.0987968799827674,0.3948101179974935,5.479487962444507e-4,0.00206101752336473
CDC37L1,0.3943827719110313,4.823633793942846,2.71315428086787e-4,0.00113002951038143
RTL3,1.2903482762225074,-0.9610886880568116,5.925674729320862e-4,0.00220236844245657
LAD1,-0.9073528797142728,3.998409398669449,2.884429677859585e-4,0.00119047126495666
USP25,-0.2291003909248177,5.896200101726566,2.46653274633736e-4,0.00104292948528268
SFPQ,0.32186933939935347,8.079557269220185,2.7279386807610136e-4,0.00113524275550982
PRKDC,0.23387379383691176,7.116477485049897,2.564686922089331e-4,0.00107745546525481
ARMC6,-0.25008348530896285,4.316165388573886,2.852524883823291e-4,0.00117924776300968
CDH15,-0.8517507887907549,-0.3698512788449191,5.969632557823411e-4,0.00221706012329252
DDIT3,-0.3650638726162443,4.075092513075561,2.9698602754126756e-4,0.00122144166133087
PHF5A,-0.1927759057435656,4.370954790310127,2.8535933185345504e-4,0.00117936483354624
DYNC2LI1,0.392031909152073,4.785934231998887,2.7710542186222217e-4,0.00114841234297701
ECSIT,-0.22220191486462235,4.40335159520103,2.8346363245494954e-4,0.00117291665052058
ARL2,-0.3474880701785601,4.69084380387578,2.6917605231634807e-4,0.00112329956369525
GNPAT,-0.15697784640667045,5.673622947530669,2.5003260717334667e-4,0.00105454639908354
WIPI2,-0.16731826161822205,5.999308295615411,2.49282655475742e-4,0.00105226987144186
MAP3K11,-0.2730953776534033,6.485792487848441,2.541567069320743e-4,0.00106953756834206
DIABLO,0.502121595503539,0.3928961899441372,5.96781329647455e-4,0.00221693267127754
LIN52,-0.20219174976364096,3.787585298599257,3.229584520054773e-4,0.00131557173601037
FLRT3,-0.8761949369773196,5.286421461308083,2.5617283966872955e-4,0.00107651367626878
BTBD9,-0.3742172781910931,5.043680695480051,2.622571487245389e-4,0.00109839378602728
PRSS23,0.4716958319691296,7.616677002636326,2.6940881419590114e-4,0.00112364648164627
ERICH5,2.1502314506669107,-0.46621096418453495,6.127360449404714e-4,0.00226778774247435
ANKRD18B,2.220219663656379,-2.276055904215447,5.533279389678922e-4,0.00207812761074237
NIBAN1,0.4086407393238342,7.010096392223495,2.6010717488530793e-4,0.0010906057117818
NDUFS7,-0.2290589029507446,4.948339357369031,2.6895944685216046e-4,0.00112270759651823
DTWD1,0.32533865098140335,4.677058836152615,2.8826033694486587e-4,0.00119004453011955
SCNN1D,0.48696954191325714,2.655981305137347,4.441353249184374e-4,0.00172944476145968
PCDHB13,0.4291891436378696,2.149844964146608,4.887028825037617e-4,0.0018695437066541
LGR4,0.5946063278359648,4.273201102078127,3.2232099186208955e-4,0.00131344363483978
MLXIPL,-0.8157190756025756,2.053051859962698,4.552195595797155e-4,0.00176528338893047
XBP1,0.5502211553414149,7.940606120746661,2.820580883825081e-4,0.00116829300314861
SCN11A,0.7754347195323836,-0.5047990463132914,6.42112871053401e-4,0.0023577205073302
ABCB9,0.5086868515877403,2.268056366296128,4.878170467900936e-4,0.00186710607179929
TMEM147,-0.26114416779252636,5.459593787622592,2.6429951632184017e-4,0.00110571432747568
CYTH3,0.3976191984113555,6.1917035594815975,2.6180717880801106e-4,0.00109681506792678
CHEK2,0.4194524061214886,3.2448265212156957,4.001489255171303e-4,0.00158236880261763
NCOA5,-0.21577002770639897,5.300479918898219,2.6775498001462933e-4,0.00111892377430153
SORBS1,0.6103603936766753,7.039653905943487,2.693323495047039e-4,0.00112363959922531
EBF1,0.6655060755648732,4.384679177943029,3.1941226754593184e-4,0.00130466490244012
SNTG2,1.2276239095824946,0.4253329107218664,6.349062757966058e-4,0.00233602580994346
HYPK,0.684133860274529,1.8768872249416353,5.393590848288939e-4,0.00203176174944699
CSRNP2,0.22912553344284703,5.4454739956601275,2.720917490683218e-4,0.00113263469491605
UBE2L6,-0.3690170240692696,6.3704240860348484,2.68747922782111e-4,0.00112213651717112
GABARAPL2,0.16200407015791551,6.408896327619882,2.680985010511945e-4,0.00112004767379357
CCDC191,0.6948197143961905,3.803351953064957,3.721816332932639e-4,0.00148664785915732
RTP4,-0.5373961702115686,2.584682816199445,4.353246969728679e-4,0.00170264104787382
RFXANK,-0.2905700076833595,4.622932688476716,2.9343493587769784e-4,0.00120841768630302
CR2,2.303573642071899,0.14409376801353277,6.651295628501765e-4,0.00242171658289619
CTDNEP1,-0.2414113941906928,5.957539706417139,2.6874484334192783e-4,0.00112213651717112
ZNF853,0.3289811844336654,3.738695864963801,3.677821107497673e-4,0.00147103049836238
CCDC138,0.8550420164399077,1.8624612038144377,5.5267512653985e-4,0.00207671446722593
DNAJC21,-0.1944596144860924,5.645360375073181,2.712612553808097e-4,0.00113002951038143
UBR1,0.27531482661517614,5.67113713275506,2.740038634606521e-4,0.00113901578336992
ARPC5,-0.37699971510687647,7.517511095649427,2.931317402122371e-4,0.00120816289962886
CNNM2,0.4684895303938114,4.113117543366242,3.449143269739306e-4,0.00138992977644793
CCSER1,0.8212668667953862,0.8408655350765534,6.31847936362885e-4,0.00232648299981225
MAPK8IP1,0.6261859792194469,3.425470281298007,4.0613865354841136e-4,0.00160141675968589
PYCR2,-0.24748571034151556,5.098303420157436,2.8253055351757864e-4,0.00116992731824662
PMFBP1,0.8216568148675546,-0.2207506578591356,6.750957744647176e-4,0.00245205887223351
ACKR3,0.7923559718465478,4.6894923207420485,3.2234857434046535e-4,0.00131344363483978
CLN6,-0.2925724701557453,3.849518381218057,3.461418901175913e-4,0.0013941284654535
DNAJC27,0.3799886811282178,3.617521986714552,3.863989679339349e-4,0.00153324335519148
XPC,0.2334015429606522,5.927446313751539,2.74437001027548e-4,0.00114018515032717
ADAM11,0.5767884000926444,0.1892570466735473,6.654552789060492e-4,0.00242231527723944
LAMTOR2,-0.3160326768921822,4.742951206050727,2.959219069181922e-4,0.00121799153740869
IQUB,1.649207971103237,0.8563557718895245,6.602859806568035e-4,0.00240992348565845
PAFAH1B2,-0.24053323189306575,6.352835604253871,2.780534316138275e-4,0.00115202330742291
PLD1,0.3229571809088432,4.561255860539548,3.1806506096021433e-4,0.00129986915661536
ZFHX4,0.9906741030818712,1.1222679138851583,6.307227370779074e-4,0.00232442576341176
FAM177A1,-0.34336556314949984,5.892187127019088,2.7634827286129225e-4,0.00114590687744443
GYS1,-0.26216165653186874,5.249944251717284,2.8348674621411096e-4,0.00117291665052058
IFITM1,0.5519569469526022,5.555668300499216,2.8588432213190934e-4,0.00118120952795024
TMEM200B,0.47960271734930027,3.7321678702081105,3.8366997186309424e-4,0.00152362223887144
TRIM46,0.6778588872948312,0.6725888601115195,6.510279597404783e-4,0.00238250217527832
FAM83A,3.3106019317595887,-0.08676924768991479,6.740985373622468e-4,0.00244962156608845
MACROD1,-0.4034891540164365,2.98571783768118,4.185042263417369e-4,0.00164413156563603
SAP18,-0.17240148634983576,6.590853760508585,2.8438428132471303e-4,0.00117630611986115
HLA-G,-0.9419755377413712,3.058143864526211,4.017021284060948e-4,0.0015851719039756
ABCA4,0.6269817106348051,0.7774525086679002,6.495322149741221e-4,0.00237876721206933
ITGA3,-0.47101510300291505,7.559291699426806,3.057399369277626e-4,0.0012535921683642
PRKACB,0.3925236538366921,5.546698726104519,2.8971459918974144e-4,0.00119506277539981
MSTN,0.949157220537828,-1.0448041510245,7.001706861790498e-4,0.00253089375107657
PRRT1,0.6093972668752221,1.3789143326286295,6.115305430550621e-4,0.0022638839601045
GPANK1,-0.1952343960774172,3.970236658459165,3.5187174321217737e-4,0.00141455077925687
TRPV2,-0.4808547454240806,5.639009507939373,2.872565038172078e-4,0.00118622640385775
CGREF1,1.1788958764735975,0.8495608874080468,6.776195186361247e-4,0.00246063045222339
BCL11A,0.7664103536947713,2.0719133296572414,5.685917063808925e-4,0.00212800369751672
PRPS1,0.23825439287239816,5.324064218858544,2.976274737590981e-4,0.00122300055496248
UAP1,0.7023584027164578,5.816353700755748,2.933897232955047e-4,0.00120841768630302
TTLL11,0.3311049513199187,2.754296961297841,4.890819422861822e-4,0.0018705173647049
METTL26,-0.3680166343305018,4.794786800143405,3.077690086190684e-4,0.00126087908904795
NEK8,-0.38865879816358806,3.0820227923853216,4.282528309140206e-4,0.00167891654071983
CYB5R1,-0.2343074508387657,5.8395240073962,2.899140453228173e-4,0.00119555712430076
LINC02693,0.3742101875781087,3.844831029643695,3.879319214989948e-4,0.00153810705622845
MGAT5,0.25672484566059595,6.4050126752787175,2.9180373352255393e-4,0.00120301956458282
SLC6A6,0.4735907321386055,6.899507977332557,2.9678266921756563e-4,0.00122119970109003
FRMPD3,0.7373903948490963,0.4274990502314692,7.03492720095016e-4,0.00254106713879438
RUFY2,0.2346346442131546,4.549568561416856,3.368940935360593e-4,0.00136272889599194
FAM32A,-0.16467315075252564,6.061648557434073,2.9343276345716244e-4,0.00120841768630302
CHAC1,-0.7540788601919594,1.1019271921508949,6.182920525320411e-4,0.00228544262805004
DMRTA1,-0.7535356345640338,0.9339462621064804,6.276008272851765e-4,0.00231424915909552
SFXN3,0.2510498733971964,6.590199535670928,2.973281756696467e-4,0.00122243960317066
ZNF780A,-0.4052666332620291,3.5311600868528297,3.9558303352044225e-4,0.00156554982356878
CCDC66,0.29647741897453894,4.471182216541733,3.4504569452538917e-4,0.00139008618188755
RARRES1,0.941775745161438,6.2146984105371486,2.997901480505903e-4,0.00123087704580968
NDUFV3,-0.19590850497916448,4.816088380241271,3.1910147271210646e-4,0.00130375000507702
TTC23,0.24891308610531393,4.280197918803105,3.5775805094904946e-4,0.00143437484442172
ARHGAP39,1.153739909407385,2.717781759661326,5.444391463082594e-4,0.00204935627528916
FLOT1,-0.26600305408945335,7.626026102569598,3.2687426463809025e-4,0.00132735965930349
PLA2G4E,-1.3400209461274677,0.00531061631391386,7.046429942611922e-4,0.00254399834875212
MMP15,-0.4476730839427781,4.6471305169065875,3.27001181132094e-4,0.00132735965930349
TXN2,-0.24833831405770024,5.710210498527712,3.0200283987280244e-4,0.00123898106394578
ZNG1A,-0.2692922334197623,3.3880853811396845,4.2006405888506994e-4,0.00164982795512418
MAP2K6,0.4578946272373652,3.7118800620238694,4.203976979879742e-4,0.00165070667348532
ZNF592,-0.1910746818142215,5.90631659062945,3.0155257800457705e-4,0.00123777484805978
CST6,-0.7769069617077058,2.310142732667382,5.1039727841139e-4,0.00193821914651344
RHBDL3,0.8914766155081655,0.03613453658977964,7.503552293397934e-4,0.00268387358643828
PEX11B,-0.2896194322622767,4.683979104241858,3.2827753102528e-4,0.00133182070190943
SLC27A6,-1.0891572062339876,-0.8000588566583939,7.543642539065278e-4,0.00269500397940583
RASGEF1A,-0.3964775768602371,1.9053415081867908,5.691597001730883e-4,0.00212959878846527
EMSY,0.19032585551487635,4.848982687725739,3.329692692857681e-4,0.00134903303355892
HCCS,-0.17402781540443835,4.020385862604567,3.753201455471884e-4,0.00149600139755128
KCTD16,-0.9649999662614136,1.4706917458364956,6.016902678941529e-4,0.0022318562937768
ZNF503,-0.4264496017510595,4.693212617015741,3.325840831726407e-4,0.00134783603485426
TBXAS1,-0.5311552851932291,5.332504808116828,3.135617145248682e-4,0.00128251181657107
ANGPTL4,1.443275190825026,4.097210040946314,4.426557778988332e-4,0.00172457772458173
P4HA2,0.2553827348099533,5.809312028755514,3.1143406746575507e-4,0.00127450361287961
WDR24,-0.23048575412484415,3.421759403763984,4.305254634187602e-4,0.0016873856824338
DONSON,0.3071843680107462,3.166444236977882,4.805357779484301e-4,0.00184299459882723
ZNF460,0.5977604161455199,1.3868850643188295,6.791724698449631e-4,0.00246507765215116
IGFBPL1,0.8515984192175967,0.5891237278993336,7.452004445338408e-4,0.00267307510782272
ENSG00000277196,-0.9396935357051652,2.53498103319365,4.983164134555764e-4,0.00189906475861185
DACT1,0.6869203015198599,3.865558416154408,4.31628881869478e-4,0.00169007834781302
RFX2,0.8456182068927136,4.600665895604555,3.7313744152663665e-4,0.00148920052978928
POMC,-0.662071964933377,0.3891840955997285,7.226957609527434e-4,0.00260167009437901
SEC24C,-0.18090843143687696,7.01695542291986,3.2671874835750887e-4,0.00132728939182619
ARSJ,0.4353822204176008,3.947283595789122,4.1676579562774266e-4,0.00163815898574537
RAP1GDS1,-0.20074631710830548,5.321655363076709,3.2194489547870465e-4,0.00131251096232211
CENPL,0.32729920591094475,2.2660792301381263,5.909285078473642e-4,0.00219790868235749
MPP3,-0.6956986666925666,4.022941658074298,3.750108879238939e-4,0.00149516552315608
KLB,-1.409171320151914,-0.1830144886690284,7.548144511851304e-4,0.00269597104455397
ZNF30,-0.3677050370792663,2.1246391060109024,5.736996034107627e-4,0.00214444856735347
SEL1L3,0.4755641979318703,6.869438482015746,3.234113841258847e-4,0.00131675310264254
ODF2,0.30526137430822775,5.521606990036925,3.266271682695258e-4,0.0013272763637013
MMP10,3.6640307925215296,0.22009340148019593,7.95409662799197e-4,0.00282150631213536
ITPKC,0.6476373437781655,6.62911206777486,3.2410789922800794e-4,0.00131882322907218
BRAP,-0.13892048893595987,4.554564889586078,3.5974094867424576e-4,0.00144194003419762
CIROZ,-0.7356463640457316,-0.8995670398516635,8.103482216939459e-4,0.00286434924490971
ATP6V1C1,-0.21760955544027993,6.06908562369286,3.2386540122624993e-4,0.00131819362087182
TOGARAM2,1.7135072732359284,3.149432027431138,5.771417668521e-4,0.00215516961619882
CAMTA2,-0.17777701079806096,6.161839995237587,3.258583242165252e-4,0.0013252277745486
ALOX5,-0.6588317227453562,7.014226788928305,3.443498526857754e-4,0.00138840011744635
MT-ND6,-0.7427447264980964,5.097234271488632,3.3487570123063367e-4,0.00135529457202449
PSRC1,0.650337620003834,3.207864047388519,5.173658909715148e-4,0.0019617062147188
CCDC69,-0.28217388413332145,7.05130919742106,3.43176994375469e-4,0.00138478647999064
PLP1,1.5168240047128134,-0.02199454537512279,8.273657712740398e-4,0.00291148231461218
TRPC3,-0.8189053696121829,1.4917398726959046,6.479252783956153e-4,0.00237403995028634
SLC43A1,-0.3722195192617957,3.965616851110403,4.016177744646896e-4,0.0015851719039756
FAM114A1,0.28224015850681816,6.040400539219374,3.292706044658127e-4,0.00133548884916879
PYROXD2,0.4732012347594723,3.844697507625253,4.4570199730699914e-4,0.0017341796431055
STT3B,0.28444853958511995,7.550785321061413,3.5200063363719e-4,0.00141469026400774
CCL24,1.7029384190652022,2.0189958273639563,7.170324916219386e-4,0.00258375983485362
NR1H2,-0.2071952035785651,6.146900826764787,3.3185016142696925e-4,0.00134522471645658
ARRB2,-0.4299172565204578,6.771783810797034,3.425629321117574e-4,0.00138305179499636
MRPL37,-0.22992471950598417,5.16060082728225,3.428980072477849e-4,0.00138403256405656
CPA3,0.7983119979015205,7.063519462090382,3.399206599659698e-4,0.00137423106111141
NRIP3,0.6423064499849311,1.2133819726805124,7.437379992366389e-4,0.00266910418411829
DECR1,-0.19953608734523964,5.826152732886841,3.3315833636052175e-4,0.00134943501990255
WDSUB1,-0.2716103314844043,3.510428389964511,4.5537258794511333e-4,0.00176542098563439
SLC25A14,0.33326947426518716,3.123943917834908,5.24277863191485e-4,0.00198141148144763
GLIPR1L2,0.7887856730062034,0.4625770745518442,8.166548589327398e-4,0.00288273701227076
RBM12,0.2354987275548961,5.995403167952074,3.361150287258387e-4,0.00135994386218571
DUSP3,-0.241786767297139,7.057999381293965,3.5247183362700107e-4,0.00141620504795182
SIRPB1,-0.7734231954804827,3.4537808106278405,4.5115622704380864e-4,0.00175178784228825
MELTF,0.8572460580590848,2.3992650754924036,6.420747361434039e-4,0.0023577205073302
OSBPL7,0.41877801831021344,4.678269016246804,3.830293150142367e-4,0.00152148037085395
SAMD12,-0.44335584143239615,4.334365079363444,3.850283946152925e-4,0.00152820863074182
PLPPR3,1.6946837918094482,1.4094920974284524,7.845589875128727e-4,0.00279092644089432
SLC25A23,-0.29738536174495334,5.536819720649765,3.4213237352568774e-4,0.00138168489324611
PCIF1,-0.17440426338006532,5.526469503942568,3.438162016935575e-4,0.00138662071246926
GARIN5A,-0.6432809537698609,-0.4416890617127483,8.501683657772662e-4,0.00297985500247579
ATP10B,2.2546724873332895,-1.084629343307196,8.304413812568873e-4,0.00291956907890851
VPS37C,-0.18526844935637676,4.825222002717362,3.6938925051181065e-4,0.00147706526981812
NEXN,0.6271321271311052,5.939071525991534,3.481805942260017e-4,0.00140121231100758
SBK3,0.99988914990175215,-0.7659126363541303,8.771077401881142e-4,0.00305928498603931
DIP2C-AS1,0.778160816056532,-0.00348598315211001,8.693862830929507e-4,0.00303870434856249
ANXA11,-0.18890475513654523,7.923165265033737,3.848449041861753e-4,0.00152788411735981
TCAP,-0.688027473383773,1.412880136618769,6.963865041568552e-4,0.00251903393688145
ZFP36L1,0.4800792355991312,8.711237329782794,4.011857841882476e-4,0.00158479991918024
MT-ND2,-0.5579196808300537,12.004641323629974,5.24728035755202e-4,0.00198170348681483
WDR27,0.43453038198052063,4.416394684018616,4.172214070085596e-4,0.00163952075140281
ZKSCAN1,0.2506112673845342,6.608785041411121,3.5385512059918014e-4,0.00142100268884467
DMWD,0.25477888574330976,4.940574778133998,3.7861286023733754e-4,0.00150592864086455
FAM182B,0.9838880297642324,-0.6527134031681138,8.949025100671047e-4,0.00310620309653289
MRPS5,-0.22894385589819155,5.523481794169462,3.546876139632839e-4,0.00142396505589803
TMEM231,1.2858491056304442,3.841013914573063,5.201522161725118e-4,0.00197028149677048
ATP6V0E1,-0.22851749759433115,7.388603431324785,3.778381844870125e-4,0.00150364379777701
TMEM91,-0.3945357859939551,3.095152060586725,5.236348211106445e-4,0.00197997768838387
FLVCR2,-0.6032302779387715,4.653939160462223,3.8288629563868913e-4,0.00152148037085395
CCDC68,-0.8007250211249577,4.716869960117558,3.78268176333181e-4,0.00150495622260875
MAL,-0.5902379439065055,3.5194426857544707,4.6769365176102263e-4,0.00180619464021568
ITGAL,-0.5981330538787883,5.628390495875963,3.568471991378046e-4,0.00143110496230992
TLR4,-0.5017154533892967,6.370467126636558,3.612447596341603e-4,0.00144733711091853
PCDHB11,0.6272750817775422,1.2875137807237205,7.893303200935904e-4,0.00280524185458723
TRIM28,-0.2354208310027941,7.116356268380519,3.745662028840578e-4,0.00149378911341361
NSUN6,0.27375378740975176,3.492545990689036,5.141604112140607e-4,0.00195152267273792
ATRX,0.28007907685034805,6.687868533563413,3.6317590739595024e-4,0.00145376837771316
NDUFA12,-0.2191488841772058,4.952029574510009,3.78986978462285e-4,0.00150661869495104
CD52,-0.7071076675470769,6.723200079613182,3.732173110145056e-4,0.00148920052978928
LRP2BP,1.0171114968310326,1.306120451397536,8.137938114995755e-4,0.00287517507760812
FBXL13,1.024570344247244,0.5642296932610619,8.820984678610326e-4,0.00307312384337853
PCDHB4,0.5817864162979403,2.792075049864964,6.249708163838008e-4,0.00230624980129442
LGALS2,1.1220735883886117,0.7004128454834553,8.908992740712039e-4,0.00309588528396006
NAALAD2,0.6509985698056342,2.2554238538340083,7.00000829494863e-4,0.00253088889219627
TRAPPC3,-0.16126175565067413,5.684517430205506,3.6730185334899775e-4,0.00146950094178172
RRP7A,-0.29698647819973356,5.394672875739621,3.729391023901719e-4,0.00148888154672992
GPATCH2,0.2462159763780725,3.9188307630129806,4.8002675973176577e-4,0.00184151261926216
GPAT3,-0.40904764425436024,2.8686232458309977,5.789335039466029e-4,0.00216078585879076
LMTK3,-0.6000605909258077,2.083868393329859,6.636006335109282e-4,0.00241849500478054
RNF4,0.24165443390920416,5.884443884384053,3.7056601987751263e-4,0.00148137637810496
NSD3,0.17533648765251275,6.589767344325915,3.742970080910186e-4,0.0014931120224486
B3GNT5,0.620109140989519,5.474241721465867,3.870868820666199e-4,0.00153556732217606
GK,-0.5819865892883929,4.54762433871919,4.086051492875268e-4,0.00160987427522281
ADPRHL1,0.902096376698317,2.0692274281709087,7.477407508940158e-4,0.00267962737715991
INPP4A,0.21883452702729844,5.640359992936673,3.760535803124331e-4,0.00149812963467173
ZDHHC1,0.5070779282658164,4.114314136822916,4.75405095767014e-4,0.00182845304310493
DPM2,-0.3231915542479227,4.916592422006561,3.9369174368643784e-4,0.00155970886268177
PSMB2,-0.2124141093786713,6.269927666430984,3.75545545769137e-4,0.00149650266699566
MTHFS,-0.4919591602843188,-0.4638183085103269,9.404522969766654e-4,0.00324182993993402
CD207,1.6246108970741868,0.9670234169869582,9.117985704138736e-4,0.00315597116903018
C12orf43,-0.1794495313297073,3.829059955217549,4.785835958106894e-4,0.00183691465000785
MTLN,-0.3758965301496504,3.373859697210598,5.22929003242761e-4,0.00197780677403752
FAM78A,-0.4984710100148453,4.254102040517533,4.356881947312664e-4,0.00170361910873962
PANX2,-0.44185217945694233,1.5046044995589984,7.642401679207689e-4,0.00272510044681909
ST6GALNAC4,-0.322293985855171,4.7958004753792425,4.046852550382059e-4,0.00159652425674253
ZNF672,-0.24284430577930927,5.087468359979588,3.9524362659842694e-4,0.00156503138093376
POP4,-0.17251206137920416,4.485280607940296,4.3071724603372367e-4,0.00168769692621458
SPICE1,0.4947395007644618,1.0154756971958083,8.758107376378694e-4,0.00305618063861132
BIRC7,-1.037856049697339,0.08133824234666531,9.150671247257512e-4,0.00316230859324805
DCHS2,1.2204134260425668,0.07973938543952507,9.79124697335139e-4,0.00335205694763538
UBTD2,0.30132338880200393,5.325290381947991,4.006451100741639e-4,0.00158349708110628
ZNF496,0.18276289264571943,5.470188985756075,3.963000334095072e-4,0.00156797423650616
FER1L6,1.938615501347056,-2.346874874613974,9.132869427865872e-4,0.00315860266546118
DDX27,0.24610260352911872,5.692023502806885,3.939318303677289e-4,0.00156024845999285
COMMD5,-0.19535396252392,4.207270976221763,4.6148715755533223e-4,0.00178543936613177
C12orf76,-0.2841602266774368,3.736406842780821,5.06182338834258e-4,0.00192415908553574
ID1,-0.662855788597672,6.96918943881538,4.132068030250126e-4,0.00162544603840562
JUNB,0.8704238114308973,8.264906185612539,4.33999513896825e-4,0.00169834254799802
SOX15,1.0510081549990382,-0.4609502533742198,0.00101159231346322,0.00344133918596195
CTXN1,1.4035110928435397,1.8592433642244903,8.43927005587008e-4,0.00296143450862412
DIXDC1,0.4681877244390886,5.4406240949841544,4.084956582636626e-4,0.00160986520374231
ABHD6,-0.3834189121123588,3.9595430770813222,4.858055620773638e-4,0.00186035536380416
ANAPC11,-0.27279340922168593,4.875709441328752,4.2063664683194624e-4,0.00165121322497882
WDR25,-0.25842372564006144,2.903333083192079,6.193618466996297e-4,0.00228836299522305
MMEL1,-0.6435779515659423,1.1048481401605448,8.481837073620475e-4,0.00297498157423414
STRADA,0.4836812813670046,2.806664960414472,6.831777743201619e-4,0.00247662249396922
ATP5MK,-0.25907417118132425,5.520898023784865,4.0056501248640294e-4,0.00158349708110628
IFT74,0.4484209019821983,3.726473578029922,5.51231467056056e-4,0.00207180815908781
SNRPC,-0.21779062137360403,5.129082389858522,4.1297162966903424e-4,0.00162494653025916
PLEKHH3,0.3301812151182464,4.82490034706428,4.3971514573744503e-4,0.00171534591528069
CASQ2,1.0619241766925058,3.492312654900514,6.184192582991796e-4,0.00228544262805004
MBD3,-0.361882356127353,5.63632014738759,4.0000520674842154e-4,0.00158221706614552
SOX4,0.5061053933284692,5.665852149604944,4.088888771165913e-4,0.00161056964212276
MX1,-0.5470375413638173,5.913523615858567,4.0093235786768194e-4,0.00158421549140087
OASL,-0.8558358893474609,2.9778862853446264,5.918591967909909e-4,0.00220082527274174
MON1A,-0.23816089177378472,3.2501008373241027,5.813919298678047e-4,0.00216726865095173
STN1,-0.26202487140703834,5.272118485635276,4.112467164423015e-4,0.00161943220614759
WT1,3.3771160696586184,0.197970712370241,0.0010333711154921,0.00350264066431412
ANO3,1.2701368631180354,1.1806977479708798,9.467878326858792e-4,0.00325918094410021
SPPL3,-0.1590958337935824,5.618889533142303,4.048663506902738e-4,0.0015968192544688
SLC66A1LP,-0.554845145367659,1.71103368444929,7.807722764301499e-4,0.00277811391132537
LPAR1,0.418280908499245,5.7879841513113055,4.118480068799142e-4,0.00162095000401714
RAB33A,0.58094610057474,0.24934049632634192,0.0010172695263798,0.00345664502640232
MAMSTR,0.4272285191427469,0.4548482701035976,9.91805431322185e-4,0.00338471975273149
AHCYL2,-0.5416486142064212,6.156654155281054,4.117066062717889e-4,0.00162081822269881
ZNF536,1.0622743696013677,-0.11409199382000967,0.00105238810249519,0.00355746498117831
HES4,0.430415276722849,3.5787322824199346,5.846537234637289e-4,0.00217780611922166
ATL1,0.2972454492791079,3.3929550917142364,6.063356771866901e-4,0.00224575968820392
GEMIN7,-0.29819164640220075,3.0359412829922108,6.224602503593379e-4,0.00229811467555233
KLHL35,-0.5043795681429715,0.3627236296466729,9.70402589877339e-4,0.00332750604962734
PNMA3,0.8330073524571022,0.5009109666927819,0.00101459157199102,0.00344832559849134
F5,0.910218030906096,3.2931947055433817,6.735242049826622e-4,0.00244871944677671
TMEM70,0.5247055148918154,4.681802984085499,4.760679349748578e-4,0.00183006509224146
AEBP2,0.3528201347543689,5.043463585056866,4.44670482099445e-4,0.00173107982650377
NME7,0.4799002128564789,3.5448410448016734,5.988361362990101e-4,0.00222236716853838
RNF217,0.4481666825176171,5.198283563862794,4.392102428442944e-4,0.00171382141784319
SYTL1,0.6812135948452287,4.883748169274332,4.671108376901802e-4,0.00180487205332359
SYN2,-0.7782500065169826,1.046201251619424,8.874530752559101e-4,0.00308615503048732
MAPK8IP3,0.3281395572789947,6.404517981109437,4.163058034432346e-4,0.00163677928322354
MS4A1,1.7734401277445102,2.6874630234162,8.206534043872552e-4,0.00289260583912043
EDEM1,-0.35773040047847093,6.532036246871592,4.235625794595069e-4,0.00166183029804136
IPCEF1,0.4813166518577328,3.6095274164436817,6.035697934064392e-4,0.00223717046573823
LAMA3,-0.7314047529479701,6.150186255986661,4.229063929016608e-4,0.00165968934282467
DPH1,0.2970517799259138,4.399266404317373,4.981591042498505e-4,0.00189906475861185
UQCC5,-0.34193826682331174,2.823936748681855,6.592118212649344e-4,0.00240658783266359
KLRG1,0.5659793613158137,1.7236087344516573,8.782091481470614e-4,0.00306171344894244
BARX2,1.9971454793422,-1.1452087520291023,0.00105771635812497,0.00357226039637486
PON2,-0.4565140230268998,7.189539810525111,4.460346527790042e-4,0.00173459203782699
ARHGEF38,-0.9436438134426656,2.710476400384555,6.509688753602874e-4,0.00238250217527832
AR,0.4646848233791814,4.2711485941727485,5.190646581692813e-4,0.00196665794678214
LARGE1,0.32674361275249453,4.727169199895463,4.743731735855018e-4,0.00182495150975426
ZNF589,-0.37636452826435907,4.720310095550499,4.579041024520031e-4,0.00177294707778464
TERF1,0.24392869785635263,4.548179829685131,4.896911505188652e-4,0.00187237051671151
UBXN4,0.2088016101185426,7.227627506032241,4.451050435748397e-4,0.00173232253160158
VASP,-0.31325429721303255,6.983352067795804,4.4581314348694e-4,0.0017341796431055
SLC35B1,-0.2291638999019474,5.249812205437418,4.3828761209035967e-4,0.00171111038367172
IFI16,0.30867966240235223,7.537676051852246,4.550741588358424e-4,0.00176517530773644
ARID1B,0.1929979684683758,6.534842572185269,4.319211595883549e-4,0.00169064995982733
RFX7,0.28711539372967465,4.947918622803539,4.6473003040597e-4,0.00179613492708884
NAA38,-0.3239660745619517,4.5551902383953,4.72539660025284e-4,0.0018197623471589
