GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0060485	mesenchyme development	0.004415039836545981	0.004415039836545981	+1	LDLRAD4,ROBO1,TGFB3,SMO,HPN,MDK,SEMA3C,COL1A1,IGF1,DLG5,SHH,PDCD4,MARK1,EPHA3,SFRP2,NCAM1,FOXA2,ACVR1,CDH2,SPRY1,LEF1,EFNA1,DDX5,PEF1,CTNNB1,FN1,TWIST1,ACTA2,EMP2,FAM83D,ACTG2,ZNF703,TNXB,WNT5A,LOXL2,FOXC1,SNAI2,GCNT2,SPRED3,S100A4,GATA3,SEMA4A,HAS2,OLFM1,CRB2,PKD2,SOX8,FGFR1,HIF1A,ADIPOR1,APLNR,KLHL12,IL17RD,ARB2A,HGF,NOTCH1,AGT,GREM1,BMP7,OSR1,RADIL,JAG1,SEMA3D,MEOX1,SIX4,MYC,TBX1,ACVRL1,NKX2-1,HEY1,GDNF,ROBO2,SLC39A6,TAPT1,NCLN,DDX17,SMAD3,SIX2,GSK3B,CLASP1,TRIM28,SOX4,WT1,ADAMTS5,ACTC1,EPHA4,SIX1,PTEN,BMP4,SEMA3B,FOXF1,SOX9,MEF2C,SEMA3E,SFRP1,TBX3,SEMA6A,SNAI1,RGCC,IL1B,SEMA4C,AKNA,SDHAF2,SEMA6C,SERPINB3,APLF,HEYL,SEMA3A,SEMA3F,QKI,DCHS1,PHLDB1,BMP5,FUZ,NOLC1,SEMA7A,SEMA4F,NOS3,NOTCH4,SPSB3,TCF7L2
GO:0015986	proton motive force-driven ATP synthesis	0.004415039836545981	0.004415039836545981	+1	SDHB,NDUFB9,MT-ND5,ATP5PD,NDUFB11,NDUFA2,NDUFV2,NDUFB1,NDUFS8,NDUFA6,NDUFS7,NDUFV3,MT-ND6,MT-ND2,NDUFA12,ATP5MK,DNAJC30,ANTKMT,ATP5MC3,NDUFA9,ATP5F1E,NDUFB10,ATP5MC2,ATP5PF,ATP5MF,NDUFB3,ATP5MJ,NDUFS3,NDUFB7,MT-ND1,NDUFA3,ATP5MG,ATPSCKMT,NDUFB4,NDUFS6,NDUFA11,ATP5ME,NDUFB6,MT-ND4,ATP5F1A,NDUFV1,NDUFC1,ATP5F1D,ATP5PO
GO:1990845	adaptive thermogenesis	0.004446755651282812	0.004446755651282812	+1	ACADL,FABP5,MFAP2,SCD,DIO2,ZNF516,FFAR4,ELOVL3,CPT2,MFN2,FOXC2,BMP8A,ACOT13,ADCYAP1,ALPL,NPR3,PWWP2B,SLC25A5,ADRB2,PDGFC,FH,ADIPOR1,ARRDC3,ADISSP,PER2,EBF2,NOTCH1,CCR2,IP6K1,ADIPOR2,THADA,SCTR,IRF4,ZBTB7B,NOVA2,SLN,ELOVL6,CXCR4,EPAS1,ADRB1,NOVA1,EHMT1,WNT10B,ESRRG,ZNF423,OGT,STAT6,CLSTN3,DOCK7,CD36,KSR2,PCTP,NRDC,OXTR,DDIT3,LGR4,TRPV2,MAP2K6,NR1H2,DECR1,TLR4,ID1,ABHD6,PRDM16,ADAMTS5,ALMS1,PLCL1,IL18R1,APPL2,GHRL,KDM6B,SYK,S100B,PLAC8,PGAM5,TFE3,ATF4,PPARGC1A,THRA,ACSL1,IL18,QKI,NR1D1,CAV1,SLC25A4
GO:0030336	negative regulation of cell migration	0.004518591242802453	0.004518591242802453	+1	LDLRAD4,ROBO1,SULF1,DPYSL3,THY1,IGFBP5,CXCL12,GADD45A,DLG5,SHH,NBL1,COL3A1,CERS2,SFRP2,RHOB,TP53INP1,CHRD,APOH,AGTR2,PTPRJ,DPEP1,KRT16,TNN,CD69,TPM1,ADTRP,SAP30,CORO1B,PIP5KL1,DCN,PFN2,AKT1,SERPINE1,DUSP1,PODN,NGFR,ADIPOR1,ATP1B2,SRGAP3,PLXNB3,NOTCH1,GREM1,RBBP7,TET1,ING2,IGFBP3,NF1,JAG1,RHOA,CXCL13,ACVRL1,NKX2-1,FOXO3,PADI2,PPARG,CCL21,MCTP1,ALOX15B,NF2,DLL4,BRMS1,OGT,MCC,GSK3B,CLASP1,PLCB1,SCAI,CD200,IFITM1,DUSP3,ADGRG1,CDH11,EPHA4,DNAJA4,PTEN,BMP4,ANGPT4,NDRG4,HAS1,GCSAM,MEF2C,MACIR,DLC1,HMOX1,AIF1,THBS1,ARID4B,DPP4,RNF20,ATP2B4,C5,SFRP1,CCL2,PTPN23,EMILIN1,RNF41,RGCC,TNF,SINHCAF,TNFAIP6,DNAI3,JUP,DUSP22,DUSP10,CCN3,STARD13,PTPRT,RAC1,MIA3,BRMS1L,CD300A,BMP5,ING1,MAP2K5,MAPK15,FUZ,SYNJ2BP,ARPIN,ADAMTS9,PTPRK,VCL,AFDN,KLF4,ARHGAP4
GO:1902414	protein localization to cell junction	0.004625590746785799	0.004625590746785799	+1	STX3,WNT7A,DLG2,ZDHHC12,NLGN2,GRIP2,SHANK1,WNT5A,MAP1A,ZDHHC7,NRXN2,RAB8A,DLG4,KIF5C,ARHGAP44,F11R,TJP2,RAP1A,KIF5A,NECTIN1,MAPT,MAPK8IP3,GPC6,GRIP1,CGNL1,TJP1,ACTB,RELN,MPP7,DVL1,STX1B,STAU2,DSP,IQSEC2,KIF3A,NLGN1,RAB27B,PCLO,RAB11A,HRAS,VCL
GO:0060996	dendritic spine development	0.004672358827692826	0.004672358827692826	+1	DLG5,PAK3,WNT7A,PPFIA2,EFNA1,DBN1,LRRK2,SIPA1L1,SHANK1,EPHB1,ABI2,CTNND2,NGEF,EPHB2,DLG4,ABI3,PDLIM5,ARHGAP44,CPEB3,NEURL1,TANC2,FOXO6,DOCK10,EPHA4,DIP2A,PTEN,MEF2C,RELN,ARF4,IQSEC1,NLGN1,CAMK1,CAPRIN2,LLPH,CFL1,DHX36,ARC,PTPRD,LZTS3,PSEN1
GO:0001659	temperature homeostasis	0.005405959668149361	0.005405959668149361	+1	ACADL,FABP5,MFAP2,SCD,DIO2,ZNF516,FFAR4,ELOVL3,CPT2,MFN2,TNFSF11,FOXC2,ACOT13,ADCYAP1,ALPL,NPR3,PWWP2B,ADRB2,PDGFC,EGR1,FH,ADIPOR1,ARRDC3,PER2,EBF2,NOTCH1,CCR2,IP6K1,ADIPOR2,IRF4,ZBTB7B,NOVA2,SLN,ELOVL6,CXCR4,EPAS1,ADRB1,NOVA1,EHMT1,WNT10B,ESRRG,ZNF423,OGT,STAT6,CLSTN3,DOCK7,CD36,KSR2,PCTP,NRDC,OXTR,DDIT3,LGR4,TRPV2,MAP2K6,NR1H2,DECR1,TLR4,ID1,ABHD6,PRDM16,ADAMTS5,ALMS1,PLCL1,IL18R1,APPL2,FOXO1,GHRL,KDM6B,NOD2,SYK,PTGER3,IL1B,TNF,PLAC8,PGAM5,TFE3,ATF4,PPARGC1A,THRA,ACSL1,IL18,QKI,TRPM2,NR1D1,CAV1
GO:1904018	positive regulation of vasculature development	0.0054257729649106025	0.0054257729649106025	+1	CXCL12,MDK,SFRP2,RHOB,VASH2,FGF1,SMOC2,CLIC3,TWIST1,CTSH,HYAL1,EMP2,HK2,FOXC2,PGF,ITGB8,ADAM12,WNT5A,TNN,ECM1,RRAS,FUT1,VEGFD,GATA2,IL1A,HIF1A,SERPINE1,FGF18,ANXA3,DLL1,APLNR,PIK3CD,TNFSF12,STIM1,HIPK2,ITGB1,RUNX1,CXCR4,VEGFC,CD40,HIPK1,PDPK1,HSPB6,GRN,XBP1,ANGPTL4,TMIGD2,TJP1,PTGIS,PAK4,ANGPT4,BMPER,HMOX1,PRKCA,THBS1,EMILIN1,CXCL8,AQP1,TEK,KDR,IL1B,JUP,ITGA5,SP1,JMJD8,RAMP2,BTG1,NOS3,ZC3H12A,CD34,KLF4
GO:0007224	smoothened signaling pathway	0.005794206472728394	0.005794206472728394	+1	HHIP,SMO,KIF7,DLG5,SHH,TTBK2,KCTD21,GLI1,TCTN3,DISP1,SEPTIN2,EVC,GLI2,PTCH2,GPR161,DYRK2,GPC2,EVC2,TXNDC15,HIPK2,CIBAR1,IFT81,CC2D2A,IHH,HIPK1,INTU,IFT27,KIAA0586,RORA,PDCL,TTC23,TMEM231,UBR5,ARMC9,GLI3,MEGF8,SFRP1,IFT56,STK36,DCDC2,TULP3,MOSMO,PKD2L1,ULK3,RAB34,FUZ,MGRN1,BTRC
GO:0070371	ERK1 and ERK2 cascade	0.005796769666555689	0.005796769666555689	+1	ARRB1,ADRA1A,IGF1,ZFP36L2,P2RY1,ITGAV,SPRY1,FFAR4,FBXW7,FGF1,PRKCZ,FN1,CTSH,DENND2B,PDGFD,TNFSF11,AGER,PTPN6,CNKSR3,FBLN1,FAM83D,HTR2A,EGF,PYCARD,ADCYAP1,DUSP4,APIP,RRAS,EPHB1,GCNT2,SPRED3,GAS6,GPR183,EPHB2,RANBP9,MAPK3,SCIMP,PDGFC,NTRK1,EPHA2,LMO3,PHB1,NOTCH1,ROS1,LYN,SIRPA,RAP1A,GPER1,MYC,MAP2K7,DUSP5,SHC1,CCL21,FGA,F2R,ALKAL1,CD36,PDGFRB,DUSP7,XBP1,ACKR3,ARRB2,DUSP3,ZFP36L1,TLR4,GSTP1,WNK2,EPHA4,CEACAM1,FGFR4,CD4,CCN2,NDRG4,SOX9,SLAMF1,YWHAZ,MAP2K2,BMPER,PRKCA,CCL19,NOD2,SYK,ALOX15,TNFAIP8L3,EMILIN1,MARCO,SEMA6A,TEK,KDR,IL1B,TNF,FGG,PLA2G5,NEK10,CCR1,MAP3K12,PLA2G2A,CCR7,CARD9,DUSP10,TNIP1,LGALS9,CRKL,TIRAP,NOTCH2,EPHA7,RAMP3,GPNMB,CCL3,SYNJ2BP,SEMA7A,HRAS,KARS1,PDGFA,CCN1,ZDHHC17
GO:0046330	positive regulation of JNK cascade	0.005957755751799862	0.005957755751799862	+1	EDA2R,GADD45A,WNT7A,TAOK3,AGER,SH3RF3,PYCARD,TLR3,TNFRSF19,MAP4K2,CRACR2A,CD27,TPD52L1,FZD7,MAPKBP1,MBIP,FCGR2B,HIPK2,CCL21,NRK,NAIP,SH3RF2,PLCB1,MAP3K11,MAPK8IP1,BIRC7,MAPK8IP3,NCF1,RNF13,ZNF622,CCN2,SLAMF1,CCL19,NOD2,IL1B,TNIK,CCR7,CARD9,GADD45B,EDAR,SEMA3A,TIRAP,LTBR,DUSP19,CCDC88C,TAOK2,HRAS
GO:0045766	positive regulation of angiogenesis	0.005990924954795195	0.005990924954795195	+1	MDK,SFRP2,RHOB,VASH2,FGF1,SMOC2,CLIC3,TWIST1,CTSH,HYAL1,EMP2,HK2,FOXC2,PGF,ITGB8,ADAM12,WNT5A,TNN,ECM1,RRAS,FUT1,VEGFD,GATA2,IL1A,HIF1A,SERPINE1,FGF18,ANXA3,DLL1,APLNR,PIK3CD,TNFSF12,STIM1,HIPK2,ITGB1,RUNX1,VEGFC,CD40,HIPK1,PDPK1,HSPB6,GRN,XBP1,ANGPTL4,TMIGD2,TJP1,PTGIS,PAK4,ANGPT4,BMPER,HMOX1,PRKCA,THBS1,EMILIN1,CXCL8,AQP1,TEK,KDR,IL1B,JUP,ITGA5,SP1,JMJD8,RAMP2,BTG1,NOS3,ZC3H12A,CD34,KLF4
GO:2001234	negative regulation of apoptotic signaling pathway	0.006093148244004301	0.006093148244004301	+1	CSF2,CXCL12,IGF1,RTKN2,SFRP2,ITGAV,ARHGEF2,ACVR1,TNFAIP3,CX3CR1,LRRK2,SCG2,HTT,PF4,SNAI2,SLC35F6,TRIM32,IL1A,SLC25A5,HIF1A,AKT1,SERPINE1,ACAA2,BDNF,EYA2,HGF,TMEM14A,MAPK8IP2,CDKN2D,ING2,GRINA,CREB3L1,GHITM,HERPUD1,NR4A2,FBXO7,GDNF,MUC1,PRELID1,IFI6,MCL1,FGA,SRC,GSK3B,FAIM2,CLU,XBP1,ACKR3,AR,GSTP1,FAIM,DDIAS,DDX3X,EYA4,BMP4,ZNF385A,NFE2L2,HMOX1,THBS1,PPIA,EYA1,CSNK2A2,SNAI1,IL1B,TNF,NME5,FGG,MDM2,GPX1,URI1,ENO1,ATF4,MPV17L,TMBIM1,BMP5,TAF9B,MAP2K5,PSME3,PRKN,RFFL,PELI3,QARS1,NOS3,YBX3,EYA3,TCF7L2,SLC25A4,KLF4
GO:0045732	positive regulation of protein catabolic process	0.006159228339620689	0.006159228339620689	+1	TRIB3,CEBPA,NUPR1,RILP,SNX9,PCSK9,LRP2,TIPARP,RNF185,ABCA2,TNFAIP3,FBXW7,RAD23A,RNF128,VGLL4,LRRK2,SH3RF3,CSNK1A1,PACSIN3,WNT5A,GSK3A,TRIM32,VIP,DDRGK1,AKT1,DDA1,BBS7,C4BPA,RBX1,CBFA2T3,OAZ1,PSMC3,TF,TNFSF12,HERPUD1,ASB5,RAB7A,BAG6,NRDC,RNF180,GSK3B,SH3RF2,GGA3,CLU,XBP1,DACT1,OSBPL7,MARCHF2,STUB1,FOXO1,ELOB,COP1,NFE2L2,SNX33,PSMC5,DVL1,KEAP1,BAG2,SGTA,ADRA2A,DDB1,RNF41,IL1B,TNF,SNF8,RHBDD1,BCAP31,MDM2,NKD1,PLK3,HSP90AA1,FBXO22,CSNK1E,ADAM9,DNAJB2,GABARAP,PSMC2,CDC20B,GPLD1,CUL4A,TMTC3,DCAF1,SOCS5,VPS28,FURIN,IDE,UBXN2A,PRKN,TRIB2,CAV1,FZR1,OAZ2
GO:1903305	regulation of regulated secretory pathway	0.006407001764429318	0.006407001764429318	+1	PLA2G3,UNC13D,RAB3D,STXBP2,RPH3AL,SPHK2,LRRK2,GAB2,VPS18,SPI1,RIMS4,CBARP,VAMP8,CCR2,FGR,LYN,RIMS2,RAP1A,TRPV6,SCAMP5,FCGR2B,SNX4,STX1A,CD160,KCNB1,LAMP1,STXBP1,AP1G1,CEACAM1,RAB27A,SYK,ADRA2A,ADGRE2,RIMS3,CD84,NLGN1,SYN1,DOC2B,LGALS9,ITGB2,DTNBP1,CD300A,NCKAP1L,PREPL
GO:0090594	inflammatory response to wounding	0.006644539291353029	0.006644539291353029	+1	MDK,PTPN6,TLR3,HIF1A,MAPK9,CCR2,PPARG,F2R,SIGLEC10,GRN,ALOX5,EXTL3,GIT1,HMOX1,TNF,IL33
GO:0009060	aerobic respiration	0.006728444229495189	0.006728444229495189	+1	NUPR1,KGD4,CS,MFN2,SDHB,NDUFB9,COX7A2L,OGDHL,UQCR10,FH,CBFA2T3,MT-ND5,COX8A,ATP5PD,IDH3B,SHMT2,GHITM,COX6A1,NDUFB11,NDUFA2,BLOC1S1,NDUFV2,COX5A,NDUFB1,NDUFS8,CSKMT,COA6,MDH2,AK4,NDUFA6,CYC1,SUCLG1,COX6B1,ARL2,NDUFS7,MLXIPL,NDUFV3,MT-ND6,SLC25A14,MT-ND2,NDUFA12,DNAJC30,ANTKMT,SURF1,NDUFA9,UQCR11,MT-CO2,AFG1L,ATP5F1E,NDUFB10,ATP5PF,ATP5MF,NDUFB3,MDH1B,NDUFS3,NDUFB7,MT-ND1,SDHAF2,NDUFA3,ABCD1,ATP5MG,ATPSCKMT,COX7C,NDUFB4,NDUFS6,CHCHD10,SUCLA2,NDUFA11,COX5B,ATP5ME,IDE,NDUFB6,MT-ND4,COX4I1,ATP5F1A,NDUFV1,COX7A2,DLAT,UQCC3,COX6C,OGDH,NDUFC1,ATP5F1D,OXA1L,TAFAZZIN,ATP5PO
GO:0032000	positive regulation of fatty acid beta-oxidation	0.006856721889895533	0.006856721889895533	+1	PLIN5,TWIST1,ABCD2,MTLN,IRS1,AKT2,ABCD1,IRS2,PPARA
GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	0.0068742487097355745	0.0068742487097355745	+1	CSF2,RET,ITGAV,BCL2L2,PF4,GSK3A,SNAI2,IL1A,FGFR1,AKT1,EYA2,MOAP1,GDNF,IFI6,MCL1,GSK3B,BOK,FAS,EYA4,BCL2A1,PPP2R1B,EYA1,ERBB3,IL1B,TNF,MAP2K5,CASP2,EYA3,KLF4
GO:0042776	proton motive force-driven mitochondrial ATP synthesis	0.006932742076724355	0.006932742076724355	+1	SDHB,NDUFB9,MT-ND5,ATP5PD,NDUFB11,NDUFA2,NDUFV2,NDUFB1,NDUFS8,NDUFA6,NDUFS7,NDUFV3,MT-ND6,MT-ND2,NDUFA12,DNAJC30,ANTKMT,NDUFA9,ATP5F1E,NDUFB10,ATP5PF,ATP5MF,NDUFB3,NDUFS3,NDUFB7,MT-ND1,NDUFA3,ATP5MG,ATPSCKMT,NDUFB4,NDUFS6,NDUFA11,ATP5ME,NDUFB6,MT-ND4,ATP5F1A,NDUFV1,NDUFC1,ATP5F1D,ATP5PO
GO:0007596	blood coagulation	0.007609802939158044	0.007609802939158044	+1	ENTPD1,F11,DGKA,COL3A1,ITPK1,FOXA2,ITGA2,MYL12A,APOH,DGKI,FAP,FBLN1,MAPK14,C1QTNF1,PRKCQ,PF4,F2RL2,CPB2,BLOC1S3,MPIG6B,ADTRP,EPHB2,SERPINE1,ADAMTS18,HNF4A,F11R,PRKCD,HBB,LYN,DGKB,ITGB3,FCER1G,ADAMTS13,PAFAH2,GP1BA,FLNA,FGA,STXBP1,CD40,F2R,SERPINE2,GP6,RASA3,CD36,SRC,SLC6A4,PLA2G4A,FERMT3,PIK3CB,TLR4,F5,TREML1,CTSG,HPSE,CEACAM1,F12,KRT1,ACTB,ST3GAL4,PRKCA,THBS1,PPIA,SYK,EMILIN1,SERPINB2,LMAN1,AK3,PABPC4,FGG,TFPI,JMJD1C,MYL9,WAS,PLAU,SELP,KLKB1,GNAQ,ITPR3,GNA12,PROS1,DGKH,THBD,TEC,VTN,CSRP1,USF1,NOS3,PLAT,CAV1,PDGFA,VCL,VAV1
GO:0045333	cellular respiration	0.007609802939158044	0.007609802939158044	+1	NUPR1,KGD4,CS,SLC35A4,MFN2,SDHB,NDUFB9,COX7A2L,OGDHL,UQCR10,FH,CBFA2T3,MT-ND5,COX8A,ATP5PD,NR4A3,IDH3B,SHMT2,GHITM,COX6A1,NDUFB11,NDUFA2,BLOC1S1,NDUFV2,PRELID1,COX5A,NDUFB1,NDUFS8,CSKMT,COA6,MDH2,AK4,NDUFA6,CYC1,SUCLG1,COX6B1,ARL2,NDUFS7,MLXIPL,NDUFV3,HCCS,MT-ND6,SLC25A14,MT-ND2,NDUFA12,MTLN,PRDM16,DNAJC30,ANTKMT,SURF1,NDUFA9,UQCR11,MT-CO2,AFG1L,ATP5F1E,NDUFB10,ATP5PF,ATP5MF,CHCHD5,NDUFB3,MDH1B,NDUFS3,NDUFB7,OAS1,MT-ND1,SDHAF2,NDUFA3,ABCD1,ATP5MG,ATPSCKMT,COX7C,NDUFB4,PPARGC1A,NDUFS6,CHCHD10,SUCLA2,NDUFA11,COX5B,ATP5ME,IDE,NDUFB6,MT-ND4,COX4I1,ATP5F1A,NDUFV1,COX7A2,DLAT,UQCC3,COX6C,OGDH,NDUFC1,ATP5F1D,ETFA,OXA1L,TAFAZZIN,ATP5PO
GO:0070085	glycosylation	0.00867571177285424	0.00867571177285424	+1	B3GNT8,SLC39A8,GALNT13,B3GALNT2,B4GALT4,CHP1,MGAT3,TUSC3,ABCA2,FUT8,GALNT16,FUOM,ST3GAL6,GXYLT2,RAMP1,POFUT2,B3GNT9,B4GAT1,GCNT2,FUT1,B3GNT7,MGAT4B,ACER2,ST3GAL5,UGGT2,COG5,POMGNT2,GALNT1,DERL3,DOLK,POGLUT2,GALNT18,TRAK1,A4GALT,TET1,NPC1,FKTN,GCNT1,COG6,B4GALT1,MAN1C1,ST6GAL1,TMEM59,PMM1,GRM7,COG8,GALNT5,GBGT1,FUT3,XXYLT1,GAL3ST1,OGT,POGLUT3,TET2,SLC51B,ALG13,B3GALT5,GOLGA2,MGAT5,STT3B,B3GNT5,DPM2,ST6GALNAC4,LARGE1,FUT7,B3GNT3,GALNT9,MGAT4A,GBA2,PGM3,GNE,ST3GAL4,ST8SIA6,MGAT5B,MGAT4C,DOLPP1,B4GALT2,RPN1,SLC35C1,B3GALT6,MPDU1,DPM3,GCNT3,B3GALT4,B3GALNT1,COG1,ALG10,TMTC3,ST6GALNAC1,POGLUT1,MGAT1,C1GALT1C1,ALG3,GFPT2,NUDT14,GXYLT1,PMM2,MGAT2,GCNT4,OGA,GALNT12,COG2,GALNT11,ALG2,EOGT
GO:0016125	sterol metabolic process	0.008752674300875675	0.008752674300875675	+1	LSS,FDPS,ACADL,HMGCS1,EBP,DHCR7,SREBF2,FMO5,TSKU,LPCAT3,MSMO1,TM7SF2,NSDHL,MVD,SREBF1,HMGCR,FDFT1,FGF1,G6PD,MVK,GNB3,SC5D,DHCR24,SEC14L2,PMVK,SQLE,SCARF1,INSIG1,ACAA2,MBTPS1,NR0B2,APOA1,SNX17,HSD17B7,CYP27A1,PIP4P1,CYP7B1,GPR146,CYP11A1,ARV1,INSIG2,CYP39A1,CLN6,CH25H,GBA2,CYP51A1,ACLY,STARD3,CETP,APOL2,TTC39B,ABCG1,CYP4V2,CYP46A1,SULT2B1,QKI,HDLBP,STARD4,FDX1,PRKACA,FAXDC2
GO:0043300	regulation of leukocyte degranulation	0.008984419577390488	0.008984419577390488	+1	PLA2G3,UNC13D,STXBP2,SPHK2,GAB2,SPI1,VAMP8,CCR2,FGR,LYN,FCGR2B,SNX4,CD160,LAMP1,AP1G1,CEACAM1,SYK,ADGRE2,CD84,LGALS9,ITGB2,CD300A,NCKAP1L
GO:0051250	negative regulation of lymphocyte activation	0.009087544072627938	0.009087544072627938	+1	TNFRSF21,MDK,DLG5,CDKN2A,TNFAIP3,TNFAIP8L2,CTLA4,TWSG1,SFTPD,CD69,TNFSF4,LST1,TIGIT,HLA-E,FOXP3,PRNP,CD274,TNFRSF13B,PLA2G2D,DAPL1,LAX1,TYROBP,SLC4A2,FCGR2B,SPN,ZBTB7B,RUNX1,IHH,LILRB2,PIBF1,VSIR,ANXA1,MNDA,HLA-G,DUSP3,VTCN1,LAG3,PDCD1,CTSG,GLI3,BMP4,STAT5A,VSIG4,CR1,ARG1,SFRP1,IL10,TNFRSF14,PLA2G5,SDC4,ATM,PLA2G2A,LGALS9,ZC3H8,GPNMB,SOCS5,CD300A,BANK1,ZC3H12A,RUNX3
GO:0022408	negative regulation of cell-cell adhesion	0.009180836784100017	0.009180836784100017	+1	TNFRSF21,CXCL12,MDK,DLG5,CDKN2A,TNFAIP8L2,CTLA4,TWSG1,SFTPD,C1QTNF1,ZNF703,SPI1,MBP,CD69,TNFSF4,ADTRP,TIGIT,HLA-E,FOXP3,AKT1,PRNP,CD274,ABCA12,ADAMTS18,APOA1,NOTCH1,PRKCD,PLA2G2D,JAG1,DAPL1,LAX1,SLC4A2,SPN,MYADM,ZBTB7B,RUNX1,CCL21,IHH,NF2,LILRB2,SERPINE2,VSIR,ANXA1,HLA-G,DUSP3,VTCN1,LAG3,PDCD1,CTSG,GLI3,BMP4,CEACAM1,STAT5A,VSIG4,CR1,ARG1,PPM1F,IL10,RGCC,TRPV4,TNFRSF14,PLA2G5,SDC4,EPCAM,PLA2G2A,AKNA,SPINT2,LGALS9,MIA3,ZC3H8,GPNMB,SOCS5,PPARA,BMP6,CD300A,MAP2K5,NOTCH4,ZC3H12A,RUNX3,KLF4
GO:1902652	secondary alcohol metabolic process	0.00946643359068708	0.00946643359068708	+1	LSS,FDPS,ACADL,HMGCS1,EBP,DHCR7,SREBF2,FMO5,TSKU,LPCAT3,MSMO1,TM7SF2,NSDHL,MVD,SREBF1,HMGCR,FDFT1,FGF1,G6PD,MVK,GNB3,SC5D,DHCR24,SEC14L2,PMVK,SQLE,SCARF1,INSIG1,ACAA2,MBTPS1,NR0B2,APOA1,SNX17,HSD17B7,CYP27A1,PIP4P1,IDH3B,GPR146,CYP11A1,ARV1,INSIG2,CLN6,CH25H,GBA2,CYP51A1,ACLY,STARD3,CETP,APOL2,TTC39B,ABCG1,IDH1,CYP46A1,SULT2B1,QKI,HDLBP,STARD4,FDX1,PRKACA
GO:0014910	regulation of smooth muscle cell migration	0.009497196748602154	0.009497196748602154	+1	IGFBP5,MDK,IGF1,TPM1,CORO1B,SERPINE1,CCN4,NR4A3,ADAMTS1,IGFBP3,DOCK7,PDGFRB,XBP1,FGF9,BMP4,NDRG4,S100A11,MEF2C,AIF1,PLAU,ACE,CCL5,VTN,PDGFA
GO:0009101	glycoprotein biosynthetic process	0.009594026466345926	0.009594026466345926	+1	NECAB1,B3GNT8,FOXL1,SLC39A8,ITM2C,GALNT13,IGF1,B3GALNT2,B4GALT4,CHP1,MGAT3,TUSC3,ABCA2,FUT8,GALNT16,BACE2,CTNNB1,ST3GAL6,GXYLT2,RAMP1,POFUT2,B3GNT9,NECAB3,B4GAT1,GCNT2,FUT1,B3GNT7,MGAT4B,ACER2,ST3GAL5,UGGT2,CSGALNACT1,POMGNT2,GALNT1,DERL3,DOLK,EXTL1,POGLUT2,GALNT18,TRAK1,PXYLP1,CHST6,CHST8,A4GALT,TET1,SLC35D2,NPC1,SLC2A10,FKTN,B3GAT1,GCNT1,GAL3ST4,B4GALT1,MAN1C1,ST6GAL1,TMEM59,PMM1,CCL21,GALNT5,FUT3,XXYLT1,GAL3ST1,OGT,POGLUT3,TET2,SLC51B,ALG13,B3GALT5,GOLGA2,MGAT5,STT3B,B3GNT5,DPM2,ST6GALNAC4,LARGE1,EXT1,FUT7,B3GNT3,GALNT9,MGAT4A,EXT2,EXTL3,PGM3,ST3GAL4,ST8SIA6,CCL19,MGAT5B,MGAT4C,DOLPP1,RPN1,SLC35C1,CHST1,B3GALT6,MPDU1,DPM3,CCR7,TNIP1,GCNT3,B3GALT4,B3GALNT1,ALG10,TMTC3,ST6GALNAC1,POGLUT1,MGAT1,C1GALT1C1,ALG3,GFPT2,NUDT14,GXYLT1,PMM2,MGAT2,GCNT4,OGA,GALNT12,CSGALNACT2,GALNT11,ALG2,TCF7L2,EOGT
GO:0042730	fibrinolysis	0.009925697661665664	0.009925697661665664	+1	F11,APOH,FAP,CPB2,SERPINE1,GP1BA,FGA,F12,KRT1,THBS1,SERPINB2,FGG,PLAU,KLKB1,THBD,VTN,USF1,PLAT
GO:0106106	cold-induced thermogenesis	0.010089685237158	0.010089685237158	+1	ACADL,FABP5,MFAP2,SCD,DIO2,ZNF516,FFAR4,ELOVL3,CPT2,MFN2,FOXC2,ACOT13,ADCYAP1,ALPL,NPR3,PWWP2B,ADRB2,PDGFC,FH,ADIPOR1,ARRDC3,PER2,EBF2,NOTCH1,CCR2,IP6K1,ADIPOR2,IRF4,ZBTB7B,NOVA2,SLN,ELOVL6,CXCR4,EPAS1,ADRB1,NOVA1,EHMT1,WNT10B,ESRRG,ZNF423,OGT,STAT6,CLSTN3,DOCK7,CD36,KSR2,PCTP,NRDC,OXTR,DDIT3,LGR4,TRPV2,MAP2K6,NR1H2,DECR1,TLR4,ID1,ABHD6,PRDM16,ADAMTS5,ALMS1,PLCL1,IL18R1,APPL2,GHRL,KDM6B,SYK,PLAC8,PGAM5,TFE3,ATF4,PPARGC1A,THRA,ACSL1,IL18,QKI,NR1D1,CAV1
