GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0050866	negative regulation of cell activation	0.0011690682888088454	0.0011690682888088454	+1	TNFRSF21,MDK,DLG5,CDKN2A,CD300LF,TNFAIP3,TNFAIP8L2,FN1,CTLA4,TWSG1,SFTPD,C1QTNF1,CD69,TNFSF4,SYT11,LST1,TIGIT,HLA-E,FOXP3,PRNP,CD274,ADAMTS18,PRKCD,TNFRSF13B,PLA2G2D,ENPP3,DAPL1,GPER1,LAX1,LRFN5,TYROBP,SLC4A2,FCGR2B,SPN,ZBTB7B,RUNX1,IL31RA,IHH,LILRB2,PIBF1,SERPINE2,VSIR,ANXA1,MNDA,CD200,GRN,HLA-G,DUSP3,VTCN1,LAG3,PDCD1,CTSG,GLI3,BMP4,CEACAM1,STAT5A,VSIG4,CR1,ARG1,CD33,SFRP1,EMILIN1,IL10,BPI,TNFRSF14,PLA2G5,SDC4,ATM,PLA2G2A,CD84,LGALS9,THBD,ZC3H8,GPNMB,SOCS5,CD300A,NR1D1,BANK1,NOS3,ZC3H12A,RUNX3,PDGFA
GO:0050672	negative regulation of lymphocyte proliferation	0.0012320832288120883	0.0012320832288120883	+1	TNFRSF21,DLG5,CDKN2A,CTLA4,TWSG1,SFTPD,LST1,HLA-E,FOXP3,PRNP,CD274,TNFRSF13B,PLA2G2D,TYROBP,SLC4A2,FCGR2B,SPN,ZBTB7B,IHH,LILRB2,VSIR,MNDA,HLA-G,VTCN1,BMP4,VSIG4,CR1,ARG1,IL10,TNFRSF14,PLA2G5,SDC4,ATM,PLA2G2A,LGALS9,GPNMB,CD300A
GO:0044272	sulfur compound biosynthetic process	0.0012320832288120883	0.0012320832288120883	+1	ACSS2,MPST,GGTLC1,ACAT1,FASN,CBS,MLYCD,HAGH,ADI1,CTNNB1,ELOVL3,ACACA,BHMT2,MTRR,PDHX,APIP,ELOVL2,FMO1,CSGALNACT1,GCDH,ELOVL1,GGT5,FMO3,PAPSS2,GCLC,EXTL1,PXYLP1,PANK2,SLC35D2,B3GAT1,PDK4,ELOVL6,PPCS,HACD1,MAT2A,CTH,CHAC2,CHAC1,GSTP1,EXT1,DIP2A,MTHFR,SLC27A2,GSTA1,EXT2,COASY,PANK1,EXTL3,PPCDC,PPT2,ACLY,GSTM1,ACSS1,SP1,ACSBG1,ACSL1,TECR,ACOT7,PDHA1,CSGALNACT2,DLAT,DCAKD,MTR,HSD17B12,TCF7L2,MAT2B
GO:2001236	regulation of extrinsic apoptotic signaling pathway	0.0012767017418556634	0.0012767017418556634	+1	CSF2,IGF1,RET,ITGAV,ARHGEF2,ACVR1,TNFAIP3,FADD,AGTR2,SCG2,HTT,PYCARD,PF4,SNAI2,IL1A,FGFR1,AKT1,SERPINE1,EYA2,AGT,ATF3,GPER1,TNFSF12,TNFSF10,GDNF,IFI6,MCL1,FGA,SRC,GSK3B,FAIM2,TLR4,AR,GSTP1,FAIM,DDX3X,DEPTOR,EYA4,BMP4,PPP2R1B,HMOX1,THBS1,SFRP1,EYA1,IL1B,TNF,FGG,TRAF1,GPX1,PMAIP1,LTBR,TMBIM1,BMP5,MAP2K5,PSME3,RFFL,MADD,PELI3,DEDD2,NOS3,CAV1,CYLD,EYA3,TCF7L2,KLF4
GO:0002695	negative regulation of leukocyte activation	0.0012814824960459125	0.0012814824960459125	+1	TNFRSF21,MDK,DLG5,CDKN2A,CD300LF,TNFAIP3,TNFAIP8L2,FN1,CTLA4,TWSG1,SFTPD,CD69,TNFSF4,SYT11,LST1,TIGIT,HLA-E,FOXP3,PRNP,CD274,TNFRSF13B,PLA2G2D,ENPP3,DAPL1,GPER1,LAX1,LRFN5,TYROBP,SLC4A2,FCGR2B,SPN,ZBTB7B,RUNX1,IL31RA,IHH,LILRB2,PIBF1,VSIR,ANXA1,MNDA,CD200,GRN,HLA-G,DUSP3,VTCN1,LAG3,PDCD1,CTSG,GLI3,BMP4,STAT5A,VSIG4,CR1,ARG1,CD33,SFRP1,IL10,BPI,TNFRSF14,PLA2G5,SDC4,ATM,PLA2G2A,CD84,LGALS9,ZC3H8,GPNMB,SOCS5,CD300A,NR1D1,BANK1,ZC3H12A,RUNX3
GO:0032642	regulation of chemokine production	0.0013569495197906165	0.0013569495197906165	+1	MAVS,IL17RA,TWIST1,DEFB124,AGER,C1QTNF3,IL6R,PYCARD,ADCYAP1,TLR3,WNT5A,MBP,SNAI2,TNFSF4,FFAR2,CHIA,HIF1A,EGR1,SIRPA,MEFV,ALOX15B,TLR4,GSTP1,DDX3X,HMOX1,AIF1,C5,SYK,IL10,IL1B,IL7,TNF,AZU1,OAS1,CD84,LPL,LGALS9,TIRAP,IL18,MAP2K5,MUL1,CLEC7A,OAS3,KLF4,IL33
GO:0032602	chemokine production	0.0013569495197906165	0.0013569495197906165	+1	MAVS,IL17RA,TWIST1,DEFB124,AGER,C1QTNF3,IL6R,PYCARD,ADCYAP1,TLR3,WNT5A,MBP,SNAI2,TNFSF4,FFAR2,CHIA,HIF1A,EGR1,SIRPA,MEFV,ALOX15B,TLR4,GSTP1,DDX3X,HMOX1,AIF1,C5,SYK,IL10,IL1B,IL7,TNF,AZU1,OAS1,CD84,LPL,LGALS9,TIRAP,IL18,MAP2K5,MUL1,CLEC7A,OAS3,KLF4,IL33
GO:0035418	protein localization to synapse	0.001447189092399302	0.001447189092399302	+1	STX3,WNT7A,DLG2,ZDHHC12,NLGN2,GRIP2,SHANK1,WNT5A,MAP1A,NRXN2,RAB8A,DLG4,KIF5C,ARHGAP44,RAP1A,KIF5A,MAPT,MAPK8IP3,GPC6,GRIP1,RELN,DVL1,STX1B,STAU2,IQSEC2,NLGN1,RAB27B,PCLO,RAB11A,HRAS
GO:0002040	sprouting angiogenesis	0.0016580590163474994	0.0016580590163474994	+1	ROBO1,FGF1,CLIC3,FOXC2,NR4A1,PGF,EPN1,LOXL2,TNN,FUT1,ADTRP,ADGRA2,OTULIN,VEGFD,GATA2,AKT1,CDH13,DLL1,NGFR,APLNR,NOTCH1,GREM1,RHOA,EFNB2,CREB3L1,ACVRL1,EGR3,VEGFC,PARVA,DLL4,ANXA1,PDPK1,NAXE,PIK3CB,ALOX5,TJP1,BMP4,CEACAM1,E2F7,BMPER,HMOX1,THBS1,SEMA3E,SEMA6A,TEK,KDR,CCBE1,E2F8,ITGA5,JMJD8,ESM1,RAMP2,STARD13,MIA3,GPLD1,TSPAN18,PIK3R3,CEMIP2,RHOJ,MAP2K5,SYNJ2BP,ADAMTS9,KLF2,RNF213,EPHB4,KLF4
GO:0045926	negative regulation of growth	0.0016837831308779045	0.0016837831308779045	+1	OSGIN1,SFRP2,CDKN2A,FRZB,SPHK2,VGLL4,AGTR2,PTPRJ,HYAL1,CDKN1A,WWC1,SLIT3,WWC3,GSK3A,ESR2,DACT3,DCUN1D3,PPP1R9B,WWC2,HNF4A,MT1X,PHB1,RTN4R,CDKN2D,EI24,SERTAD2,RBBP7,SMARCA2,GNG4,NAIF1,IP6K2,CDKN2C,ACVRL1,MINAR1,NPR1,ALOX15B,RERG,SH3BP4,SMAD3,MAG,FBP1,SIPA1,ULK1,NME6,TRIM46,MSTN,BCL11A,PSRC1,WT1,BBS2,DDX3X,DCC,PTEN,GDF15,RBP4,ZC3H12D,MT1F,MT2A,FGF13,TSPYL2,TMPRSS4,SFRP1,MT1A,ST7L,TP73,JADE1,CRLF3,BBC3,ENO1,DUSP10,CCN3,DNAJB2,FHL1,SEMA6C,OSGIN2,MT1E,NDRG3,CAPRIN2,ING1,BTG1,MUL1,ACVR1B,MT1M,DIP2B,ING5
GO:0010560	positive regulation of glycoprotein biosynthetic process	0.0017616009673823605	0.0017616009673823605	+1	IGF1,CHP1,ABCA2,CTNNB1,RAMP1,PXYLP1,SLC2A10,CCL21,SLC51B,GOLGA2,CCL19,CCR7,TCF7L2
GO:0032651	regulation of interleukin-1 beta production	0.0019302774515895867	0.0019302774515895867	+1	FZD5,ORM1,IGF1,ORM2,LILRA2,TNFAIP3,CX3CR1,FFAR4,NLRP12,AGER,PYCARD,LILRA5,WNT5A,CASP1,EGR1,NLRC4,APOA1,TLR8,SIRPA,MEFV,TYROBP,MYD88,F2R,CD36,NAIP,TLR4,IFI16,GSTP1,CARD16,GSDMD,GHRL,GIT1,CD33,CCL19,CPTP,NOD2,TNF,AZU1,CCR7,NLRP1,LPL,LGALS9,AIM2,CCL3,NLRP2,P2RX7,CLEC7A,PANX1,ZC3H12A
GO:0032611	interleukin-1 beta production	0.0019302774515895867	0.0019302774515895867	+1	FZD5,ORM1,IGF1,ORM2,LILRA2,TNFAIP3,CX3CR1,FFAR4,NLRP12,AGER,PYCARD,LILRA5,WNT5A,CASP1,EGR1,NLRC4,APOA1,TLR8,SIRPA,MEFV,TYROBP,MYD88,F2R,CD36,NAIP,TLR4,IFI16,GSTP1,CARD16,GSDMD,GHRL,GIT1,CD33,CCL19,CPTP,NOD2,TNF,AZU1,CCR7,NLRP1,LPL,LGALS9,AIM2,CCL3,NLRP2,P2RX7,CLEC7A,PANX1,ZC3H12A
GO:0032945	negative regulation of mononuclear cell proliferation	0.001963902942230868	0.001963902942230868	+1	TNFRSF21,DLG5,CDKN2A,CTLA4,TWSG1,SFTPD,LST1,HLA-E,FOXP3,PRNP,CD274,TNFRSF13B,PLA2G2D,TYROBP,SLC4A2,FCGR2B,SPN,ZBTB7B,IHH,LILRB2,VSIR,MNDA,HLA-G,VTCN1,BMP4,VSIG4,CR1,ARG1,IL10,TNFRSF14,PLA2G5,SDC4,ATM,PLA2G2A,LGALS9,GPNMB,CD300A
GO:0008203	cholesterol metabolic process	0.0022682118352086366	0.0022682118352086366	+1	LSS,FDPS,ACADL,HMGCS1,EBP,DHCR7,SREBF2,FMO5,TSKU,LPCAT3,MSMO1,TM7SF2,NSDHL,MVD,SREBF1,HMGCR,FDFT1,FGF1,G6PD,MVK,GNB3,SC5D,DHCR24,SEC14L2,PMVK,SQLE,SCARF1,INSIG1,ACAA2,MBTPS1,NR0B2,APOA1,SNX17,HSD17B7,CYP27A1,PIP4P1,GPR146,CYP11A1,ARV1,INSIG2,CLN6,CH25H,GBA2,CYP51A1,ACLY,STARD3,CETP,APOL2,TTC39B,ABCG1,CYP46A1,SULT2B1,QKI,HDLBP,STARD4,FDX1,PRKACA
GO:0032612	interleukin-1 production	0.0024815633436024056	0.0024815633436024056	+1	FZD5,ORM1,IGF1,ORM2,LILRA2,TNFAIP3,CX3CR1,FFAR4,NLRP12,AGER,PYCARD,LILRA5,WNT5A,CASP1,GAS6,EGR1,NLRC4,APOA1,TLR8,SIRPA,MEFV,TYROBP,MYD88,F2R,ANXA1,CD36,NAIP,TLR4,IFI16,GSTP1,CARD16,GSDMD,GHRL,CEACAM1,GIT1,CD33,CCL19,CPTP,NOD2,IL10,TNF,AZU1,TMED10,CCR7,NLRP1,LPL,LGALS9,AIM2,CCL3,NLRP2,P2RX7,CLEC7A,PANX1,ZC3H12A
GO:0032652	regulation of interleukin-1 production	0.0024815633436024056	0.0024815633436024056	+1	FZD5,ORM1,IGF1,ORM2,LILRA2,TNFAIP3,CX3CR1,FFAR4,NLRP12,AGER,PYCARD,LILRA5,WNT5A,CASP1,GAS6,EGR1,NLRC4,APOA1,TLR8,SIRPA,MEFV,TYROBP,MYD88,F2R,ANXA1,CD36,NAIP,TLR4,IFI16,GSTP1,CARD16,GSDMD,GHRL,CEACAM1,GIT1,CD33,CCL19,CPTP,NOD2,IL10,TNF,AZU1,TMED10,CCR7,NLRP1,LPL,LGALS9,AIM2,CCL3,NLRP2,P2RX7,CLEC7A,PANX1,ZC3H12A
GO:0072659	protein localization to plasma membrane	0.0024982627550968707	0.0024982627550968707	+1	STX3,PRAM1,ANK2,P2RY1,EPHA3,FLOT2,EFR3B,PKP2,PPP2R5A,PID1,RANGRF,SQSTM1,GRIP2,VTI1B,RAMP1,EMP2,CACNB3,RAB31,CRB3,SYS1,PKP1,SPTBN4,RHOG,GAS6,ZDHHC7,NHERF2,EPHB2,RAB8A,AKT1,LRRC15,WDR72,GGA2,ABI3,VAMP8,CNST,ABCA12,ARHGAP44,INPP5K,F11R,EPHA2,STAC,RILPL2,TSPAN14,PALS1,ATP6AP1,SLMAP,PRPH2,CLIP3,RAP1A,GPER1,CACNB2,VAMP5,TSPAN15,TMEM59,ITGB1,KCNB1,RAB7A,CNPY4,MMP14,FLNA,NUMB,STXBP1,MYO5A,VPS4A,ZDHHC4,EHD2,PHAF1,PDPK1,STAC3,GGA3,PPFIA1,SORBS1,ITGA3,FLOT1,AR,BBS2,ATP2C1,CAV3,PTPN9,RAB26,WNK3,PKP3,GRIP1,STAC2,EHD1,ANK1,ZDHHC3,ANK3,ACTB,FGF13,ATP2B4,PKDCC,PICALM,WNK4,PRKCE,GPR158,RILPL1,GAK,TNF,ACTN2,AMN,JUP,TNIK,HYCC1,CSK,TMEM150A,RAMP2,PACS1,ZFYVE27,MRAP2,RAB34,RAMP3,TMBIM1,RAB11FIP3,FCHO2,CLN3,S100A10,SPTBN1,STX7,PLS1,GOLGA4,RAB11A,STX8,AFDN,PREPL
GO:0034113	heterotypic cell-cell adhesion	0.0031225944405844377	0.0031225944405844377	+1	THY1,ITGA7,ITGAV,PKP2,AGER,CTNNA3,MBP,VCAM1,GCNT2,APOA1,BMP7,ITGB3,MYADM,ITGB1,DSC2,FGA,PARVA,LILRB2,IZUMO1,CD200,FLOT1,ITGB7,IL10,IL1B,TNF,FGG,DSP,JUP,ITGA5,ITGB2,CXADR,CD1D,MAP2K5,ITGA4,KLF4
GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	0.0031241472250595056	0.0031241472250595056	+1	CSF2,IGF1,ITGAV,ARHGEF2,ACVR1,TNFAIP3,SCG2,HTT,PF4,SNAI2,IL1A,AKT1,SERPINE1,EYA2,GDNF,IFI6,MCL1,FGA,SRC,GSK3B,FAIM2,AR,GSTP1,FAIM,DDX3X,EYA4,BMP4,HMOX1,THBS1,EYA1,IL1B,TNF,FGG,GPX1,TMBIM1,BMP5,MAP2K5,PSME3,RFFL,PELI3,NOS3,EYA3,TCF7L2,KLF4
GO:0032722	positive regulation of chemokine production	0.0031555449724691076	0.0031555449724691076	+1	MAVS,IL17RA,TWIST1,DEFB124,AGER,IL6R,PYCARD,ADCYAP1,TLR3,WNT5A,MBP,TNFSF4,FFAR2,CHIA,HIF1A,EGR1,ALOX15B,TLR4,DDX3X,HMOX1,AIF1,C5,SYK,IL1B,IL7,TNF,AZU1,OAS1,CD84,LPL,LGALS9,TIRAP,IL18,CLEC7A,OAS3,IL33
GO:0007254	JNK cascade	0.003252692784095471	0.003252692784095471	+1	EDA2R,GADD45A,PDCD4,WNT7A,TAOK3,LRRK2,AGER,SH3RF3,PYCARD,TLR3,MAP3K20,EPHB1,TNFRSF19,MAP4K2,FGF14,CRACR2A,CD27,TPD52L1,FZD7,MAPK9,MAPK8IP2,MAPKBP1,SIRPA,SH2D3C,FKTN,MBIP,FCGR2B,MAP2K7,PER1,HIPK2,MAPK10,MAP3K7,CCL21,NRK,NAIP,SH3RF2,PLCB1,MAP3K11,MAPK8IP1,DACT1,DUSP3,BIRC7,MAPK8IP3,NCF1,RNF13,GSTP1,NCOR1,ZNF622,MAP4K4,CCN2,SLAMF1,CCL19,NOD2,MEN1,GPS1,IL1B,TNIK,MAP3K12,CCR7,CARD9,DUSP10,GADD45B,SERPINB3,EDAR,CRKL,SEMA3A,TIRAP,DAXX,LTBR,DUSP19,MAP4K1,PRKN,CCDC88C,TAOK2,HRAS,CYLD,MAPK8
GO:1905475	regulation of protein localization to membrane	0.003252692784095471	0.003252692784095471	+1	STX3,CHP1,EPHA3,PPP2R5A,PID1,RANGRF,SQSTM1,VTI1B,PKP1,GPC1,RHOG,ZDHHC7,SHISA6,EPHB2,AKT1,LRRC15,ABI3,PRNP,VAMP8,CNST,INPP5K,GPC2,EPHA2,STAC,MTCL1,CLIP3,RAP1A,GPER1,GPC5,TMEM59,ITGB1,GSN,KCNB1,CNPY4,MMP14,NUMB,VPS4A,PDPK1,SLC51B,DMTN,STAC3,PPFIA1,SORBS1,ITGA3,AR,ATP2C1,PTPN9,GPC6,WNK3,STAC2,AKT2,ANK3,EFCAB7,ACTB,ATP2B4,PKDCC,PICALM,WNK4,PRKCE,TNF,TNFAIP6,IQSEC2,CSK,MRAP2,ITGB2,RAMP3,TMBIM1,CLN3,TCAF2,PRKN,LZTFL1,SPTBN1,STX7,PLS1,MIEF1,STX8,HRAS
GO:0017157	regulation of exocytosis	0.003269905393506927	0.003269905393506927	+1	PLA2G3,UNC13D,LGI3,RAB3D,STXBP2,RPH3AL,SPHK2,SEPTIN2,LRRK2,GAB2,VPS18,SPI1,RIMS4,CADPS,CBARP,VAMP8,CFTR,STAM,CCR2,FGR,LYN,ATP13A2,RIMS2,RAP1A,TRPV6,SCAMP5,STXBP6,WDR41,FCGR2B,SNX4,STX1A,CD160,KCNB1,RAB7A,LAMP1,FGA,STXBP1,TSG101,CHMP2A,ANXA1,VPS4A,CLASP1,RALA,AP1G1,RAB26,CEACAM1,RAB27A,SYK,ADRA2A,ADGRE2,SNF8,FGG,SMCR8,RIMS3,SDC4,ATP9A,CD84,RAB9A,NLGN1,SYN1,DOC2B,RAB27B,LGALS9,STXBP5,ITGB2,DTNBP1,CD300A,S100A10,PRKN,NCKAP1L,PREPL
GO:1903020	positive regulation of glycoprotein metabolic process	0.0032892626198680144	0.0032892626198680144	+1	IGF1,CHP1,ABCA2,RAB1B,CTNNB1,RAMP1,PXYLP1,SLC2A10,CCL21,SLC51B,GOLGA2,CCL19,CCR7,TCF7L2
GO:0045017	glycerolipid biosynthetic process	0.0035056049043959755	0.0035056049043959755	+1	PCK2,PCYT2,SYNJ2,DGKA,LPCAT1,MFSD2A,EFR3B,LPCAT3,PLIN5,AGPAT2,SREBF1,SACM1L,FBXW7,DGKI,MTMR14,CISH,PIP5K1B,HTR2A,PIGH,CHPT1,PIP5KL1,KAT5,GPAM,INPP4B,MTMR7,AGPAT3,LIPH,PNPLA3,PTPMT1,FITM2,SLC44A2,INPP5F,INPP5K,PITPNM1,APOA1,MPPE1,FIG4,ETNK2,SOCS2,MTMR4,DGAT2,IP6K1,CDIPT,DGKB,IP6K2,PIK3CD,LPIN2,PCYT1A,VAC14,PLA2G4A,PIK3CB,PLD2,GNPAT,CTDNEP1,PLD1,ITPKC,NR1H2,GPAT3,GK,INPP4A,DPM2,PIP4K2B,PIGM,PTEN,PLA2G6,HDHD5,PISD,PTDSS1,LCLAT1,SLC44A5,PITPNM2,PGS1,CDS2,ALOX15,SMG1,INPP5E,PIGZ,PCK1,LPGAT1,AGPAT5,DGAT1,PI4K2A,DPM3,PIP5K1C,PIGL,HYCC1,AGMO,TMEM150A,MOGAT1,BMX,PIGQ,DGKH,PLA2G15,SOCS3,GPLD1,PIGC,ABHD4,PIK3R3,ABHD5,PIK3C2B,PIGV,SOCS5,IP6K3,CRLS1,AGPAT4,CLN3,PLA2G4C,PNPLA2,INPP5D,CNEP1R1,C3,PDGFA,PGAP2,PIP4K2C,TAFAZZIN
GO:0030100	regulation of endocytosis	0.0036431794750686345	0.0036431794750686345	+1	ARRB1,SFRP4,PCSK9,RAB17,EPHA3,ITGAV,ABCA2,TUB,CD300LF,WNT3A,RAB5B,PTPRJ,COLEC11,SFTPD,C2,RAB31,EGF,PYCARD,PACSIN3,ABL2,SYT11,GAS6,IL15RA,GATA2,SERPINE1,CDH13,DLG4,BICD1,NTF3,SYT17,DLL1,ANKRD13B,PRTN3,APLNR,APOA1,CAMK1D,SNX17,GREM1,FGR,HCK,CLIP3,RUFY1,SIRPA,ITGB3,C4A,C4B,FCER1G,TF,SCAMP5,FCN3,FCGR2B,CCL21,MCTP1,ABL1,USP6,ARF1,NEDD4L,SRC,ANKFY1,PIK3CB,CLU,RUFY2,FLOT1,NR1H2,ARRB2,SIRPB1,SNX12,CD47,FCN1,APPL2,SIRPG,CFP,RAB27A,SNX33,ANKRD13A,MERTK,CCL19,SYK,PICALM,STX1B,ALOX15,CCL2,RAB4A,PROM2,SELE,PLA2G5,AP2S1,AZU1,SMPD1,ABCA13,AHI1,NLGN1,APOC1,RAC1,VTN,CBLL1,CD300A,VPS28,CLN3,DYSF,WDR54,CD151,CLEC7A,MYO18A,ZFYVE16,HIP1,C3,CAV1,HNRNPK,AAK1,STON1,LRPAP1,ATAD1,NCKAP1L
GO:0055088	lipid homeostasis	0.0038596316816522794	0.0038596316816522794	+1	TMEM97,CEBPA,ACOXL,LAMTOR1,ACSM3,PCSK9,TLCD2,TSKU,ABCA2,FBXW7,ABCB4,C1QTNF3,GPIHBP1,MTTP,PNPLA3,FITM2,INSIG1,ABCG4,HNF4A,ORMDL2,APOA1,HSDL2,PRKAA2,CD24,ATP13A2,DGAT2,LIMA1,NPC1,THADA,CYP7B1,TLCD1,PPARG,RALY,ACOX2,LIPC,CYP39A1,RORA,MLXIPL,XBP1,ANGPTL4,NR1H2,MTLN,ACOX1,CAV3,TLCD4,DDX3X,POLD1,EHD1,ADCK1,FGFR4,ZBTB20,CETP,TTC39B,ABCG1,RCN3,RBP1,APOM,ABCD1,MTCH2,MALL,LPL,ABHD4,IL18,ABHD5,USF2,IRS2,USF1,NR1D1,PNPLA2,NPC2,CAV1,ORMDL3,ORMDL1
GO:0045444	fat cell differentiation	0.003931030981624839	0.003931030981624839	+1	TRIB3,CEBPA,ZFP36L2,SFRP2,FRZB,ZNF516,BBS9,FFAR4,NR4A1,C1QTNF3,GNB3,IL11,ANKRD26,WNT5A,TRIM32,FFAR2,ADGRF5,SOX8,GATA2,ZFP36,AKT1,LRP3,BBS7,ZFPM2,FTO,LMO3,MEDAG,PER2,NR4A3,BMP7,TMEM120A,CLIP3,GPER1,WNT5B,NR4A2,ZBTB7B,PPARG,SMAD6,SYAP1,WNT10B,SMAD3,OSBPL11,RORA,XBP1,ALOX5,ZFP36L1,PRDM16,BBS2,INHBB,E2F1,FNDC5,SIX1,AKT2,FOXO1,GDF6,ZNF385A,RREB1,CTBP1,NOCT,SFRP1,ASXL2,TNF,TFE3,ADIRF,PPARGC1A,LPL,AAMDC,NR1D1,PSMB8,SENP2,TRIB2,ZBTB7A,ZC3H12A,BBS4,FAM120B,TCF7L2,KLF4,MAFB
GO:0014909	smooth muscle cell migration	0.003949148841852678	0.003949148841852678	+1	IGFBP5,MDK,IGF1,TPM1,CORO1B,SERPINE1,CCN4,NR4A3,ADAMTS1,IGFBP3,ITGB3,PARVA,DOCK7,PDGFRB,XBP1,FGF9,BMP4,NDRG4,S100A11,MEF2C,AIF1,PLAU,ACE,CCN3,CCL5,VTN,PLAT,PDGFA
GO:0050770	regulation of axonogenesis	0.0039783240463412235	0.0039783240463412235	+1	ROBO1,BRSK1,THY1,PAK3,PLXNA4,EFNB3,SHTN1,SIPA1L1,LRRC4C,NTN1,BDNF,PLXNB3,RTN4R,KIF13B,ISLR2,CHODL,ROBO2,MAPT,ARHGAP35,MAG,BRSK2,NRDC,GSK3B,ULK1,TRIM46,BCL11A,CDKL5,EPHA4,DCC,PTEN,MAP6,NTRK2,MEGF8,FGF13,PLXNA3,AMIGO1,METRN,CHN1,MARK2,ZFYVE27,SEMA6C,L1CAM,PLXNB1,PLXNB2,DIP2B,SKIL,GOLGA4,SEMA7A,TWF2
GO:0008654	phospholipid biosynthetic process	0.00402116836715847	0.00402116836715847	+1	FDPS,HMGCS1,PCYT2,SYNJ2,DGKA,LPCAT1,CHP1,FADS1,MFSD2A,EFR3B,LPCAT3,ABCA2,MVD,AGPAT2,SACM1L,DGKI,SPHK2,MTMR14,CISH,MVK,PIP5K1B,HTR2A,IDI1,PIGH,CHPT1,PIP5KL1,PMVK,GPAM,INPP4B,MTMR7,AGPAT3,LIPH,PNPLA3,PTPMT1,FITM2,SLC44A2,INPP5F,INPP5K,PITPNM1,APOA1,DOLK,MPPE1,FIG4,ETNK2,SOCS2,MTMR4,IP6K1,CDIPT,DGKB,IP6K2,PIK3CD,PCYT1A,VAC14,MBOAT1,PLA2G4A,PIK3CB,PLD2,GNPAT,XBP1,PLD1,ITPKC,GPAT3,INPP4A,DPM2,PIP4K2B,PIGM,PTEN,PLA2G6,HDHD5,PISD,PTDSS1,LCLAT1,SLC44A5,PITPNM2,PGS1,CDS2,ALOX15,SAMD8,SMG1,INPP5E,DOLPP1,PIGZ,AGPAT5,PI4K2A,ABCA8,DPM3,PIP5K1C,PIGL,HYCC1,TMEM150A,BMX,PIGQ,DGKH,SOCS3,PIGC,ABHD4,PIK3R3,ABHD5,PIK3C2B,PIGV,SOCS5,IP6K3,CRLS1,AGPAT4,CLN3,PLA2G4C,INPP5D,SGMS1,PDGFA,PGAP2,PIP4K2C,TAFAZZIN
GO:0007162	negative regulation of cell adhesion	0.004099709387257143	0.004099709387257143	+1	TNFRSF21,CXCL12,MDK,DLG5,PLXNA4,CDKN2A,TNFAIP8L2,CTLA4,FBLN1,TWSG1,EFNA5,SFTPD,C1QTNF1,ZNF703,SPI1,MBP,CASK,CD69,SNAI2,GCNT2,TNFSF4,ACER2,ADTRP,TIGIT,TGFBI,EPHB2,HLA-E,FOXP3,AKT1,SERPINE1,DUSP1,CDH13,PRNP,CD274,ABCA12,ADAMTS18,APOA1,PLXNB3,NOTCH1,FZD7,PRKCD,ADAM22,PLA2G2D,JAG1,RHOA,DAPL1,LAX1,SLC4A2,SPN,ACVRL1,MYADM,MUC1,ZBTB7B,RUNX1,CCL21,PDE3B,IHH,NF2,LILRB2,SERPINE2,VSIR,ANXA1,SRC,DMTN,SIPA1,HLA-G,DUSP3,MELTF,VTCN1,LAG3,EPHA4,PDCD1,CTSG,GLI3,PTEN,MAP4K4,BMP4,CEACAM1,STAT5A,PTPRO,DLC1,VSIG4,CR1,ARG1,THBS1,SEMA3E,PPM1F,PLXNA3,ARHGAP6,IL10,ERBB3,SEMA6A,RGCC,TRPV4,TNFRSF14,PLA2G5,DUSP22,SDC4,EPCAM,PLA2G2A,AKNA,SPINT2,LGALS9,MIA3,ZC3H8,PLXNB1,LPXN,GPNMB,CBLL1,SOCS5,PPARA,BMP6,CD300A,MAP2K5,PLXNB2,NOTCH4,ZC3H12A,RUNX3,KLF4
GO:0060997	dendritic spine morphogenesis	0.004323436924124803	0.004323436924124803	+1	PAK3,WNT7A,PPFIA2,EFNA1,DBN1,LRRK2,SIPA1L1,SHANK1,EPHB1,ABI2,CTNND2,NGEF,EPHB2,DLG4,ABI3,PDLIM5,ARHGAP44,TANC2,DOCK10,EPHA4,DIP2A,PTEN,RELN,NLGN1,CAPRIN2,CFL1,DHX36,ARC,PTPRD,LZTS3
